OnlineSecurity,tenure_bins,Partner,TechSupport,monthly_charges_bins,OnlineBackup,PhoneService,StreamingTV,gender,MultipleLines,InternetService,SeniorCitizen,DeviceProtection,PaymentMethod,PaperlessBilling,Dependents,Contract,StreamingMovies,original_customer_count,original_churn_sum,original_customer_ratio,original_churn_ratio,new_customer_count_float,new_customer_count_int,new_customer_optimized,new_churn_customers
Yes,"(64.8, 72.0]",Yes,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Female,Yes,DSL,No,Yes,Credit card (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Female,Yes,DSL,No,Yes,Credit card (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Female,Yes,DSL,No,Yes,Bank transfer (automatic),No,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",No,Yes,Yes,Male,No,Fiber optic,No,No,Electronic check,Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",No,Yes,Yes,Male,No,Fiber optic,No,Yes,Credit card (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",No,Yes,Yes,Male,No,Fiber optic,Yes,Yes,Credit card (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Male,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,No,Credit card (automatic),Yes,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,No,Bank transfer (automatic),Yes,No,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,No,Bank transfer (automatic),No,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Female,No,Fiber optic,Yes,Yes,Electronic check,Yes,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Female,No,Fiber optic,No,No,Credit card (automatic),Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Male,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Male,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,Yes,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Male,Yes,Fiber optic,No,Yes,Credit card (automatic),No,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,No,Bank transfer (automatic),No,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Male,Yes,Fiber optic,No,Yes,Bank transfer (automatic),No,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Male,Yes,Fiber optic,No,No,Bank transfer (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Male,No,Fiber optic,No,Yes,Credit card (automatic),No,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Female,Yes,Fiber optic,Yes,Yes,Credit card (automatic),Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",Yes,Yes,No,Female,Yes,Fiber optic,No,Yes,Credit card (automatic),No,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Bank transfer (automatic),No,Yes,Two year,Yes,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(68.5, 78.55]",Yes,Yes,No,Female,Yes,DSL,Yes,Yes,Bank transfer (automatic),No,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(68.5, 78.55]",Yes,Yes,No,Female,Yes,DSL,No,Yes,Electronic check,Yes,Yes,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(58.45, 68.5]",Yes,Yes,No,Female,No,DSL,No,Yes,Bank transfer (automatic),No,Yes,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Electronic check,Yes,No,Month-to-month,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Female,Yes,Fiber optic,No,No,Bank transfer (automatic),No,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,Yes,Male,Yes,Fiber optic,Yes,No,Credit card (automatic),Yes,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,Yes,Male,Yes,Fiber optic,No,No,Credit card (automatic),Yes,Yes,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,No,Mailed check,No,No,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,No,Electronic check,Yes,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,No,Bank transfer (automatic),Yes,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,No,Male,Yes,Fiber optic,No,Yes,Electronic check,No,No,One year,No,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,No,Male,No,Fiber optic,No,No,Credit card (automatic),Yes,No,One year,Yes,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,No,Female,Yes,Fiber optic,Yes,No,Credit card (automatic),Yes,No,One year,Yes,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,No,Female,Yes,Fiber optic,No,No,Credit card (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",Yes,Yes,No,Female,No,Fiber optic,Yes,Yes,Electronic check,No,No,Month-to-month,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",No,Yes,Yes,Male,Yes,Fiber optic,No,No,Electronic check,Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(88.6, 98.65]",No,Yes,No,Female,Yes,Fiber optic,Yes,No,Electronic check,Yes,No,Month-to-month,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,Yes,Male,Yes,DSL,Yes,Yes,Credit card (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Electronic check,Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,Yes,Male,Yes,DSL,No,Yes,Electronic check,Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Female,Yes,Fiber optic,Yes,Yes,Bank transfer (automatic),No,No,Month-to-month,Yes,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,Yes,No,Electronic check,Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,Yes,No,Bank transfer (automatic),Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,Yes,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Bank transfer (automatic),No,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,Yes,Bank transfer (automatic),No,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Female,Yes,Fiber optic,No,No,Electronic check,Yes,Yes,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,No,Male,Yes,Fiber optic,Yes,Yes,Credit card (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,No,Male,Yes,Fiber optic,No,Yes,Electronic check,Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,Yes,No,Electronic check,Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Electronic check,Yes,No,Month-to-month,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Electronic check,No,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Credit card (automatic),Yes,No,Two year,Yes,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Bank transfer (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Bank transfer (automatic),Yes,Yes,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Male,Yes,Fiber optic,No,Yes,Bank transfer (automatic),No,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",No,Yes,Yes,Female,Yes,Fiber optic,Yes,Yes,Credit card (automatic),Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,Yes,Male,Yes,DSL,Yes,Yes,Credit card (automatic),No,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,Yes,Male,No,DSL,No,Yes,Credit card (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(68.5, 78.55]",Yes,Yes,No,Female,Yes,DSL,No,Yes,Credit card (automatic),No,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,Yes,Female,No,DSL,No,Yes,Credit card (automatic),Yes,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,No,Male,Yes,DSL,No,No,Mailed check,Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,No,Male,No,DSL,No,Yes,Bank transfer (automatic),No,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,No,Female,Yes,DSL,No,Yes,Mailed check,No,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,No,Female,No,DSL,No,Yes,Credit card (automatic),No,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,No,Female,No,DSL,No,Yes,Bank transfer (automatic),No,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",No,Yes,Yes,Male,Yes,DSL,No,Yes,Credit card (automatic),No,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",No,Yes,Yes,Female,Yes,DSL,No,Yes,Bank transfer (automatic),Yes,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",No,Yes,Yes,Female,Yes,DSL,No,No,Electronic check,Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",No,Yes,Yes,Female,No,DSL,No,Yes,Credit card (automatic),No,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",No,Yes,No,Female,Yes,Fiber optic,Yes,No,Bank transfer (automatic),No,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(58.45, 68.5]",Yes,Yes,No,Male,Yes,DSL,No,Yes,Credit card (automatic),Yes,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(58.45, 68.5]",Yes,Yes,No,Male,Yes,DSL,No,Yes,Credit card (automatic),No,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(58.45, 68.5]",Yes,Yes,No,Male,Yes,DSL,No,Yes,Credit card (automatic),No,No,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(58.45, 68.5]",Yes,Yes,No,Male,No,DSL,No,Yes,Bank transfer (automatic),Yes,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(58.45, 68.5]",Yes,Yes,No,Female,Yes,DSL,No,Yes,Mailed check,No,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(58.45, 68.5]",Yes,Yes,No,Female,Yes,DSL,No,Yes,Bank transfer (automatic),Yes,Yes,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(58.45, 68.5]",Yes,Yes,No,Female,Yes,DSL,No,Yes,Bank transfer (automatic),No,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,No,Male,Yes,DSL,No,Yes,Credit card (automatic),No,Yes,One year,Yes,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,Yes,Female,Yes,DSL,No,No,Credit card (automatic),Yes,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,Yes,Male,No,DSL,No,Yes,Credit card (automatic),No,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,Yes,Female,Yes,DSL,No,Yes,Credit card (automatic),Yes,Yes,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,Yes,Female,Yes,DSL,Yes,Yes,Credit card (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,Yes,Female,Yes,DSL,No,Yes,Credit card (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,Yes,Female,Yes,DSL,No,Yes,Credit card (automatic),Yes,No,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,No,Male,Yes,Fiber optic,Yes,No,Electronic check,Yes,Yes,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,No,Male,Yes,Fiber optic,Yes,No,Credit card (automatic),Yes,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,No,Male,Yes,Fiber optic,Yes,No,Bank transfer (automatic),No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,No,Male,Yes,Fiber optic,No,No,Bank transfer (automatic),Yes,Yes,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,No,Male,No,Fiber optic,Yes,Yes,Bank transfer (automatic),Yes,Yes,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,No,Female,No,Fiber optic,Yes,No,Credit card (automatic),No,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",Yes,Yes,No,Female,No,Fiber optic,No,Yes,Bank transfer (automatic),No,Yes,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",No,Yes,Yes,Male,Yes,DSL,No,Yes,Electronic check,Yes,Yes,Two year,Yes,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",No,Yes,No,Male,No,Fiber optic,No,Yes,Credit card (automatic),No,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",No,Yes,No,Female,Yes,Fiber optic,Yes,No,Credit card (automatic),Yes,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",No,Yes,No,Female,Yes,Fiber optic,No,Yes,Bank transfer (automatic),No,Yes,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",No,Yes,No,Female,Yes,Fiber optic,No,No,Bank transfer (automatic),No,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(78.55, 88.6]",No,Yes,No,Female,Yes,Fiber optic,No,No,Bank transfer (automatic),No,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(68.5, 78.55]",Yes,Yes,Yes,Female,Yes,DSL,Yes,No,Electronic check,No,Yes,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Male,No,Fiber optic,No,No,Credit card (automatic),Yes,No,One year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Male,No,Fiber optic,No,Yes,Bank transfer (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,No,"(98.65, 108.7]",Yes,Yes,Yes,Male,No,Fiber optic,No,Yes,Credit card (automatic),Yes,Yes,Two year,Yes,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(58.45, 68.5]",Yes,Yes,No,Male,No,DSL,No,No,Mailed check,No,Yes,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(58.45, 68.5]",Yes,Yes,No,Female,Yes,DSL,No,No,Credit card (automatic),No,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(58.45, 68.5]",Yes,Yes,No,Female,Yes,DSL,No,No,Bank transfer (automatic),No,No,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(64.8, 72.0]",Yes,Yes,"(58.45, 68.5]",Yes,Yes,No,Female,No,DSL,No,Yes,Credit card (automatic),No,Yes,Two year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
