TechSupport,Dependents,StreamingMovies,PaymentMethod,OnlineBackup,OnlineSecurity,monthly_charges_bins,PhoneService,InternetService,MultipleLines,gender,Partner,SeniorCitizen,StreamingTV,PaperlessBilling,tenure_bins,Contract,DeviceProtection,customerID,Churn
No,No,No,Mailed check,Yes,Yes,"(58.45, 68.5]",Yes,DSL,No,Female,No,No,Yes,No,"(36.0, 43.2]",Month-to-month,No,e22bd28a-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,No,"(38.35, 48.4]",Yes,DSL,No,Female,Yes,Yes,No,No,"(-0.073, 7.2]",Month-to-month,No,e787b96a-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),No,No,"(38.35, 48.4]",No,DSL,No phone service,Male,Yes,No,No,No,"(50.4, 57.6]",Two year,Yes,daaae992-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(43.2, 50.4]",One year,No internet service,e7fceb40-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,d7ca9614-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Mailed check,Yes,No,"(78.55, 88.6]",Yes,DSL,No,Male,Yes,No,Yes,No,"(7.2, 14.4]",Two year,Yes,dfb1f818-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7efb1d8-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,No,"(57.6, 64.8]",One year,Yes,de9fd558-82c9-11ec-954a-acde48001122,0
No,Yes,No,Credit card (automatic),No,Yes,"(48.4, 58.45]",Yes,DSL,No,Female,Yes,No,No,No,"(57.6, 64.8]",One year,Yes,e716924e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Male,Yes,No,Yes,Yes,"(57.6, 64.8]",Two year,Yes,eaf5da0a-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,No,"(28.3, 38.35]",No,DSL,No phone service,Male,No,No,No,No,"(36.0, 43.2]",One year,No,db92b312-82c9-11ec-954a-acde48001122,0
No,Yes,No,Bank transfer (automatic),No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(43.2, 50.4]",Month-to-month,No,ea6784a8-82c9-11ec-954a-acde48001122,0
Yes,No,No,Mailed check,Yes,Yes,"(38.35, 48.4]",No,DSL,No phone service,Female,No,No,No,Yes,"(64.8, 72.0]",Two year,Yes,e000d6ea-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d805be9c-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(7.2, 14.4]",Month-to-month,Yes,e8cfed9c-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,No,Female,Yes,Yes,Yes,Yes,"(50.4, 57.6]",One year,Yes,deb7156a-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Month-to-month,Yes,d959e9d0-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Male,Yes,Yes,Yes,No,"(64.8, 72.0]",Two year,Yes,df19e8c0-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,Yes,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d8a72836-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(28.8, 36.0]",Month-to-month,No internet service,da93b01a-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,No,No,No,No,"(7.2, 14.4]",Month-to-month,No,e7cbbdc2-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,No,No,No,"(64.8, 72.0]",One year,No,ddfbdeb2-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d7e82468-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,Yes,"(48.4, 58.45]",Yes,DSL,No,Male,No,No,No,Yes,"(43.2, 50.4]",Month-to-month,No,e529d928-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Credit card (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(7.2, 14.4]",Month-to-month,Yes,e89db296-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,No,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Female,Yes,No,Yes,No,"(50.4, 57.6]",One year,Yes,e7a2e9ce-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c6ff18-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d43502-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,Yes,No,Yes,"(21.6, 28.8]",Month-to-month,Yes,e1d739be-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(14.4, 21.6]",Month-to-month,No,d82e0b72-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,Yes,"(64.8, 72.0]",One year,No internet service,dcd44588-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d84981cc-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,Yes,"(43.2, 50.4]",Month-to-month,No,e3b0375e-82c9-11ec-954a-acde48001122,0
No,Yes,No,Credit card (automatic),Yes,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,Yes,No,No,No,"(-0.073, 7.2]",Month-to-month,No,e717751a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7dba4-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d858d546-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(14.4, 21.6]",Month-to-month,No,e57f2a7c-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d962634e-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,Yes,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,Yes,No,No,"(-0.073, 7.2]",Month-to-month,No,e5426628-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,No,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,Yes,e9aaf8e2-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,Yes,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,Yes,No,No,No,"(14.4, 21.6]",Month-to-month,No,d8be8e40-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),No,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d8aefa34-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,Yes,"(28.8, 36.0]",Month-to-month,No internet service,da7946a8-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Bank transfer (automatic),Yes,No,"(68.5, 78.55]",Yes,DSL,No,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e86b1e30-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d88364-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(48.4, 58.45]",Yes,DSL,Yes,Female,Yes,No,No,No,"(-0.073, 7.2]",Month-to-month,No,e635de98-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(68.5, 78.55]",Yes,DSL,No,Male,No,No,Yes,No,"(-0.073, 7.2]",Month-to-month,No,de57916c-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(7.2, 14.4]",Month-to-month,No internet service,daaa0e64-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,No,No,No internet service,Yes,"(14.4, 21.6]",Month-to-month,No internet service,dbc6aa50-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,Yes,"(68.5, 78.55]",Yes,DSL,No,Female,No,No,Yes,Yes,"(7.2, 14.4]",Month-to-month,No,e90f53ce-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(14.4, 21.6]",Two year,No internet service,dd6e4c6e-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,No,"(7.2, 14.4]",Month-to-month,Yes,d9da0ea8-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,No,Yes,No,"(64.8, 72.0]",One year,Yes,de299a6e-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d8d0fbf2-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Male,Yes,No,Yes,Yes,"(21.6, 28.8]",Month-to-month,No,dc1fadbc-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,Yes,No,Yes,"(50.4, 57.6]",One year,Yes,e3aa22e2-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(28.8, 36.0]",One year,No internet service,d94fb7da-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Two year,No internet service,d9129db4-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,Yes,Yes,No,No,"(14.4, 21.6]",Month-to-month,No,e3bd6064-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Bank transfer (automatic),No,Yes,"(38.35, 48.4]",No,DSL,No phone service,Male,No,No,Yes,No,"(36.0, 43.2]",One year,No,df9f85a2-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,Yes,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Female,Yes,No,No,No,"(21.6, 28.8]",Two year,Yes,e68051e4-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),No,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d9c456e4-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,Yes,e54ecbfc-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),No,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(64.8, 72.0]",One year,No,da4f79e0-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(36.0, 43.2]",Two year,No internet service,d9583572-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,No,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d8ac6698-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d8077066-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,No,"(18.148999999999997, 28.3]",No,DSL,No phone service,Male,No,No,No,Yes,"(-0.073, 7.2]",One year,No,e432744e-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,Yes,No,Yes,Yes,"(28.8, 36.0]",Month-to-month,No,e6a94b76-82c9-11ec-954a-acde48001122,0
No,Yes,No,Credit card (automatic),Yes,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Female,Yes,No,No,Yes,"(28.8, 36.0]",Month-to-month,No,e778eb1a-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(57.6, 64.8]",Two year,No internet service,d7fb8184-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Bank transfer (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d8c04f8c-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,No,"(43.2, 50.4]",Two year,No internet service,d9faca62-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Credit card (automatic),No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,Yes,No,No,Yes,"(64.8, 72.0]",Two year,No,e84733d0-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Credit card (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",One year,Yes,e889a198-82c9-11ec-954a-acde48001122,0
Yes,No,No,Electronic check,No,No,"(48.4, 58.45]",Yes,DSL,No,Male,No,No,No,Yes,"(36.0, 43.2]",Month-to-month,No,dad9d1bc-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(57.6, 64.8]",Two year,No internet service,d7fb812a-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,Yes,Yes,Yes,"(57.6, 64.8]",One year,Yes,e365474e-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,d84a5bd8-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,No,No,No internet service,No,"(28.8, 36.0]",Month-to-month,No internet service,dc364536-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),No,Yes,"(68.5, 78.55]",Yes,DSL,No,Female,No,No,Yes,Yes,"(21.6, 28.8]",Month-to-month,No,e1030f04-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),No,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,e0660542-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c70670-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,No,No,"(58.45, 68.5]",Yes,DSL,Yes,Female,No,Yes,No,Yes,"(14.4, 21.6]",Month-to-month,No,ea393fe4-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),No,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Female,Yes,No,Yes,Yes,"(36.0, 43.2]",One year,Yes,e0ecb1f0-82c9-11ec-954a-acde48001122,0
Yes,No,No,Electronic check,No,No,"(58.45, 68.5]",Yes,DSL,Yes,Male,No,No,No,No,"(14.4, 21.6]",Month-to-month,Yes,dae134e8-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(43.2, 50.4]",One year,No,e093a920-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7dd66-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,No,"(28.8, 36.0]",Two year,No internet service,da48ae12-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,No,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,No,Yes,Yes,"(21.6, 28.8]",One year,Yes,e43ee238-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(43.2, 50.4]",One year,Yes,e35fc5f8-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(50.4, 57.6]",Two year,No,de7e2ff2-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d8760f30-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7cb761a-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Female,Yes,Yes,No,Yes,"(43.2, 50.4]",Month-to-month,Yes,e65a4c42-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(-0.073, 7.2]",Month-to-month,No,e8f3f52a-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),No,No,"(68.5, 78.55]",Yes,DSL,Yes,Male,Yes,No,Yes,No,"(21.6, 28.8]",Month-to-month,No,e08e2cde-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(64.8, 72.0]",Two year,No internet service,d95ac36e-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(14.4, 21.6]",Month-to-month,Yes,dc18ce98-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d7f309be-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(21.6, 28.8]",One year,No,e4a66d22-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(36.0, 43.2]",Two year,No internet service,d95835ea-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Mailed check,Yes,No,"(58.45, 68.5]",Yes,DSL,Yes,Male,Yes,No,No,Yes,"(14.4, 21.6]",Month-to-month,Yes,dfc39000-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(14.4, 21.6]",Two year,No internet service,d816ea50-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7efb0fc-82c9-11ec-954a-acde48001122,1
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(28.8, 36.0]",Month-to-month,No,e9c691b0-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,Yes,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d83ca768-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,Yes,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,dd838106-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,No,No,No,No,"(36.0, 43.2]",One year,Yes,e2702174-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),No,No,"(58.45, 68.5]",Yes,DSL,No,Male,Yes,Yes,No,Yes,"(7.2, 14.4]",Month-to-month,Yes,e1a6961a-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,Yes,No,Yes,"(50.4, 57.6]",Month-to-month,No,ea90a9a0-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,No,Yes,Yes,Yes,"(7.2, 14.4]",Month-to-month,No,e26bc944-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,Yes,Yes,Yes,"(64.8, 72.0]",One year,No,ea2c1d28-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,Yes,"(78.55, 88.6]",Yes,DSL,No,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,dd756486-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,Yes,No,No,"(50.4, 57.6]",Two year,No,ddf79a00-82c9-11ec-954a-acde48001122,0
Yes,No,No,Bank transfer (automatic),Yes,Yes,"(68.5, 78.55]",Yes,DSL,Yes,Male,No,No,No,No,"(57.6, 64.8]",One year,Yes,db85a1c2-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),Yes,No,"(28.3, 38.35]",No,DSL,No phone service,Male,No,No,No,No,"(43.2, 50.4]",Month-to-month,No,e508a802-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,No,"(36.0, 43.2]",One year,Yes,e7d7cfc2-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,Yes,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(14.4, 21.6]",Month-to-month,Yes,e5aec7dc-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e3cf176e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(57.6, 64.8]",Month-to-month,Yes,eaa16344-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d9028438-82c9-11ec-954a-acde48001122,0
