InternetService,Dependents,Partner,StreamingTV,OnlineSecurity,PaperlessBilling,SeniorCitizen,StreamingMovies,tenure_bins,PaymentMethod,DeviceProtection,Contract,TechSupport,monthly_charges_bins,MultipleLines,gender,PhoneService,OnlineBackup,customerID,Churn
No,Yes,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Bank transfer (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c6f6bed6-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,Yes,Yes,No,Yes,No,Yes,"(57.6, 64.8]",Mailed check,No,Two year,Yes,"(98.65, 108.7]",No,Female,Yes,Yes,c2dc6440-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,No,Yes,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(78.55, 88.6]",Yes,Male,Yes,Yes,c011ba8a-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,Yes,Yes,No,No,"(14.4, 21.6]",Mailed check,No,One year,Yes,"(58.45, 68.5]",No,Female,Yes,Yes,d4e96b38-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,beff34ba-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Credit card (automatic),No,Month-to-month,No,"(38.35, 48.4]",No,Male,Yes,No,c0ac5cde-7b0c-11ec-a944-acde48001122,1
DSL,No,No,No,Yes,No,No,Yes,"(21.6, 28.8]",Bank transfer (automatic),Yes,Month-to-month,Yes,"(78.55, 88.6]",Yes,Male,Yes,Yes,cefe6796-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(64.8, 72.0]",Credit card (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,befb8536-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(21.6, 28.8]",Bank transfer (automatic),No,Month-to-month,Yes,"(48.4, 58.45]",No,Male,Yes,No,cd8430ee-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(43.2, 50.4]",Credit card (automatic),Yes,Two year,Yes,"(38.35, 48.4]",No phone service,Female,No,Yes,cd9bad00-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(57.6, 64.8]",Credit card (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c6528668-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,"(36.0, 43.2]",Credit card (automatic),No,Month-to-month,Yes,"(98.65, 108.7]",No,Female,Yes,Yes,c33236d6-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(7.2, 14.4]",Bank transfer (automatic),No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c7538eb8-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,"(43.2, 50.4]",Electronic check,Yes,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c5a8eb30-7b0c-11ec-a944-acde48001122,1
DSL,No,Yes,Yes,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,cc726d56-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,Yes,No,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,d32e8d00-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(64.8, 72.0]",Electronic check,Yes,Two year,No,"(98.65, 108.7]",No,Female,Yes,Yes,c2284cd0-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Mailed check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,cff88780-7b0c-11ec-a944-acde48001122,1
Fiber optic,Yes,Yes,No,No,Yes,No,No,"(14.4, 21.6]",Bank transfer (automatic),No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,No,c7ffc1f6-7b0c-11ec-a944-acde48001122,1
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"(64.8, 72.0]",Electronic check,Yes,One year,Yes,"(108.7, 118.75]",Yes,Male,Yes,Yes,c616332a-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,No,Yes,"(14.4, 21.6]",Electronic check,No,Month-to-month,No,"(88.6, 98.65]",Yes,Female,Yes,Yes,c3ebd960-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,Yes,Yes,No,No,"(43.2, 50.4]",Credit card (automatic),No,One year,Yes,"(28.3, 38.35]",No phone service,Female,No,No,d4ede460-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,No,No,Yes,"(57.6, 64.8]",Bank transfer (automatic),No,One year,No,"(98.65, 108.7]",Yes,Female,Yes,Yes,d1445a38-7b0c-11ec-a944-acde48001122,1
DSL,No,No,Yes,Yes,Yes,No,Yes,"(43.2, 50.4]",Electronic check,Yes,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,cb2ab6ec-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",No,Male,Yes,No,c002a6a8-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(64.8, 72.0]",Electronic check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c0fae9e4-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(43.2, 50.4]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c55603e8-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Female,Yes,No,bef17834-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(36.0, 43.2]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c0bc3672-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,No,"(78.55, 88.6]",No,Male,Yes,Yes,d4854892-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Mailed check,Yes,Month-to-month,Yes,"(78.55, 88.6]",Yes,Male,Yes,No,cfaa9ed0-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,becac64e-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(21.6, 28.8]",Electronic check,No,Month-to-month,Yes,"(98.65, 108.7]",Yes,Male,Yes,Yes,c1e73146-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Credit card (automatic),Yes,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,cd19a724-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,Yes,Yes,No,No,"(28.8, 36.0]",Bank transfer (automatic),No,Month-to-month,No,"(48.4, 58.45]",Yes,Male,Yes,No,d4d63270-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,No,No,No,"(36.0, 43.2]",Credit card (automatic),No,Two year,No,"(28.3, 38.35]",No phone service,Male,No,No,ce385cb8-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,"(28.8, 36.0]",Electronic check,No,Month-to-month,Yes,"(68.5, 78.55]",No,Male,Yes,Yes,d422a548-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,No,No,Yes,No,Yes,"(36.0, 43.2]",Electronic check,Yes,Month-to-month,No,"(88.6, 98.65]",Yes,Female,Yes,Yes,c99b84dc-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,No,Yes,No,No,Yes,"(64.8, 72.0]",Mailed check,Yes,One year,No,"(68.5, 78.55]",Yes,Female,Yes,Yes,cc65b78c-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(108.7, 118.75]",Yes,Female,Yes,No,c5b21214-7b0c-11ec-a944-acde48001122,1
DSL,No,Yes,Yes,Yes,No,Yes,No,"(7.2, 14.4]",Bank transfer (automatic),No,Month-to-month,No,"(58.45, 68.5]",No,Male,Yes,No,cbfaeee8-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,No,Yes,No,No,Yes,"(7.2, 14.4]",Mailed check,No,Two year,Yes,"(58.45, 68.5]",No,Female,Yes,No,cc4a5032-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,No,Yes,"(64.8, 72.0]",Credit card (automatic),No,Month-to-month,No,"(88.6, 98.65]",Yes,Male,Yes,Yes,d0c0fefe-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,Yes,Yes,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(38.35, 48.4]",No phone service,Female,No,No,cae20a5a-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,No,No,Yes,"(43.2, 50.4]",Credit card (automatic),Yes,One year,Yes,"(108.7, 118.75]",Yes,Male,Yes,Yes,c3742e60-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,Yes,Yes,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,One year,Yes,"(88.6, 98.65]",Yes,Male,Yes,Yes,ca47349e-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,Yes,No,No,Yes,"(50.4, 57.6]",Credit card (automatic),Yes,Two year,Yes,"(58.45, 68.5]",No phone service,Male,No,Yes,cb496722-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,Yes,No,"(57.6, 64.8]",Bank transfer (automatic),No,One year,Yes,"(78.55, 88.6]",Yes,Male,Yes,Yes,c42cacd8-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,Yes,Yes,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(58.45, 68.5]",No phone service,Male,No,Yes,bf54b764-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,No,No,No,Yes,"(50.4, 57.6]",Credit card (automatic),Yes,Two year,Yes,"(38.35, 48.4]",No phone service,Male,No,No,d2c73812-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,No,Yes,No,Yes,"(57.6, 64.8]",Bank transfer (automatic),Yes,Month-to-month,Yes,"(58.45, 68.5]",No phone service,Male,No,Yes,cba49d5e-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,Yes,No,No,Yes,"(36.0, 43.2]",Credit card (automatic),No,One year,Yes,"(58.45, 68.5]",No,Male,Yes,No,d511fd1e-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,"(50.4, 57.6]",Bank transfer (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c68afb24-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,No,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(78.55, 88.6]",Yes,Female,Yes,Yes,ce8b0c4c-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,Yes,No,Yes,"(28.8, 36.0]",Mailed check,Yes,One year,Yes,"(68.5, 78.55]",No,Female,Yes,Yes,ce6b65fe-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,Yes,No,"(50.4, 57.6]",Electronic check,Yes,One year,Yes,"(48.4, 58.45]",No,Male,Yes,No,cd6b9962-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,Yes,No,No,"(7.2, 14.4]",Electronic check,No,One year,No,"(58.45, 68.5]",No,Male,Yes,Yes,cedf7f02-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Mailed check,Yes,Two year,Yes,"(108.7, 118.75]",Yes,Female,Yes,Yes,c865ba1a-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(108.7, 118.75]",Yes,Male,Yes,Yes,c37e0e62-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,No,No,"(21.6, 28.8]",Credit card (automatic),No,Month-to-month,No,"(88.6, 98.65]",Yes,Male,Yes,Yes,d1783e52-7b0c-11ec-a944-acde48001122,1
DSL,No,No,No,Yes,No,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,No,"(58.45, 68.5]",No,Male,Yes,No,cf0ba974-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,Yes,No,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,No,d0190320-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,Yes,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(88.6, 98.65]",No,Female,Yes,No,bf1b139c-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,Yes,No,Yes,"(14.4, 21.6]",Bank transfer (automatic),Yes,Month-to-month,Yes,"(88.6, 98.65]",Yes,Female,Yes,No,d0512bf6-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,No,No,No,No,"(43.2, 50.4]",Bank transfer (automatic),Yes,One year,No,"(48.4, 58.45]",Yes,Male,Yes,No,d3506ede-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(14.4, 21.6]",Mailed check,No,Month-to-month,Yes,"(48.4, 58.45]",No,Male,Yes,No,c0c2ad54-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,Yes,No,"(28.8, 36.0]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,d0e3c31c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,Yes,Yes,"(43.2, 50.4]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",No,Female,Yes,No,c2e3c97e-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(18.148999999999997, 28.3]",No phone service,Female,No,No,c0a5b802-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,Yes,Yes,No,Yes,"(64.8, 72.0]",Electronic check,Yes,Two year,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c1c4732c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,No,Yes,"(28.8, 36.0]",Electronic check,Yes,Month-to-month,No,"(98.65, 108.7]",No,Male,Yes,Yes,c40f2be0-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,No,Yes,"(43.2, 50.4]",Bank transfer (automatic),No,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c26c18d4-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,No,Yes,Yes,No,Yes,"(50.4, 57.6]",Bank transfer (automatic),No,One year,Yes,"(68.5, 78.55]",Yes,Female,Yes,Yes,d56b565c-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,"(64.8, 72.0]",Electronic check,Yes,Two year,Yes,"(78.55, 88.6]",No,Male,Yes,No,d068a646-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,becc6b8e-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,No,No,No,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(38.35, 48.4]",No,Male,Yes,No,d3b704f0-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(57.6, 64.8]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,c64c81dc-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,Yes,Yes,No,Yes,"(21.6, 28.8]",Mailed check,No,One year,No,"(48.4, 58.45]",No phone service,Male,No,No,cb22a182-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,Yes,Yes,"(21.6, 28.8]",Electronic check,Yes,Month-to-month,Yes,"(98.65, 108.7]",Yes,Female,Yes,No,c3dcf6b6-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,Yes,No,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(88.6, 98.65]",Yes,Female,Yes,Yes,d03b063c-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,No,No,No,"(64.8, 72.0]",Credit card (automatic),Yes,One year,No,"(78.55, 88.6]",No,Male,Yes,Yes,d10b0710-7b0c-11ec-a944-acde48001122,0
DSL,Yes,No,No,Yes,No,No,No,"(64.8, 72.0]",Bank transfer (automatic),No,One year,Yes,"(58.45, 68.5]",Yes,Male,Yes,Yes,d3672872-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,No,No,Yes,Yes,No,"(28.8, 36.0]",Mailed check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,Yes,c9aea116-7b0c-11ec-a944-acde48001122,1
DSL,No,No,No,Yes,No,No,No,"(7.2, 14.4]",Mailed check,No,One year,Yes,"(48.4, 58.45]",No,Female,Yes,No,c0e4e892-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(64.8, 72.0]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bef7ea34-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,Yes,Yes,No,No,"(57.6, 64.8]",Credit card (automatic),Yes,Two year,No,"(68.5, 78.55]",No,Female,Yes,Yes,cc1121b8-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(43.2, 50.4]",Bank transfer (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c6032bae-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,"(57.6, 64.8]",Electronic check,Yes,One year,Yes,"(108.7, 118.75]",Yes,Female,Yes,Yes,c931b228-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,No,Yes,"(57.6, 64.8]",Credit card (automatic),Yes,Two year,Yes,"(108.7, 118.75]",Yes,Female,Yes,Yes,c2c50f98-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,Yes,"(58.45, 68.5]",No,Male,Yes,No,cebfa484-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,Yes,Yes,No,No,"(21.6, 28.8]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,Yes,d4e60650-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bf9ca5e2-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,Yes,bf4c851c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,Yes,No,Yes,"(50.4, 57.6]",Bank transfer (automatic),Yes,One year,No,"(98.65, 108.7]",Yes,Female,Yes,No,c31a96fc-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Female,Yes,No,bf4ab50c-7b0c-11ec-a944-acde48001122,1
No,No,Yes,No internet service,No internet service,No,Yes,No internet service,"(7.2, 14.4]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c714c7dc-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,No,No,No internet service,"(43.2, 50.4]",Credit card (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c6095808-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,No,No,No,No,"(14.4, 21.6]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,No,c9e53ab4-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,No,No,No,"(-0.073, 7.2]",Bank transfer (automatic),Yes,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,d05c6fac-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,Yes,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(88.6, 98.65]",Yes,Female,Yes,No,bfabf61e-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(36.0, 43.2]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c507bbf2-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(28.8, 36.0]",Credit card (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bfd9db6a-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,No,No,No,"(14.4, 21.6]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,cd442300-7b0c-11ec-a944-acde48001122,1
DSL,No,No,No,Yes,Yes,No,No,"(28.8, 36.0]",Bank transfer (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,Yes,cf7219e8-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(43.2, 50.4]",Electronic check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c50a35d0-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(38.35, 48.4]",No,Male,Yes,No,bed51f90-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(43.2, 50.4]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c63ba3f8-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(36.0, 43.2]",Credit card (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,c0cadca4-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bee680e6-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,Yes,No,"(28.8, 36.0]",Electronic check,No,Month-to-month,Yes,"(78.55, 88.6]",Yes,Male,Yes,No,c46173aa-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,No,Yes,No,No,"(43.2, 50.4]",Electronic check,Yes,One year,No,"(88.6, 98.65]",Yes,Male,Yes,Yes,c8fc0128-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,becc6dbe-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,Yes,No,No,No,"(43.2, 50.4]",Bank transfer (automatic),Yes,Month-to-month,Yes,"(58.45, 68.5]",No,Female,Yes,No,d30377d2-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,bed07cc4-7b0c-11ec-a944-acde48001122,1
DSL,No,No,Yes,Yes,No,No,Yes,"(21.6, 28.8]",Electronic check,Yes,One year,Yes,"(78.55, 88.6]",No,Male,Yes,No,cad0e00e-7b0c-11ec-a944-acde48001122,0
No,Yes,No,No internet service,No internet service,Yes,No,No internet service,"(28.8, 36.0]",Credit card (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c74004ec-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,Yes,Yes,No,Yes,"(-0.073, 7.2]",Mailed check,No,Month-to-month,Yes,"(88.6, 98.65]",No,Male,Yes,Yes,d23f5aaa-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,No,Yes,No,Yes,No,Yes,"(43.2, 50.4]",Bank transfer (automatic),No,One year,Yes,"(98.65, 108.7]",Yes,Male,Yes,No,c78bb914-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,"(36.0, 43.2]",Electronic check,No,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,No,c8629f06-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,Yes,Yes,"(64.8, 72.0]",Credit card (automatic),No,Month-to-month,No,"(98.65, 108.7]",Yes,Female,Yes,Yes,c386d574-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bf3d2252-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,becc6d0a-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,No,No,"(-0.073, 7.2]",Credit card (automatic),Yes,Month-to-month,No,"(78.55, 88.6]",No,Female,Yes,No,d1a99f06-7b0c-11ec-a944-acde48001122,1
DSL,No,Yes,Yes,No,No,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(48.4, 58.45]",No phone service,Female,No,Yes,c01fd502-7b0c-11ec-a944-acde48001122,0
