TechSupport,InternetService,DeviceProtection,StreamingTV,OnlineSecurity,monthly_charges_bins,tenure_bins,OnlineBackup,PaymentMethod,Contract,Dependents,Partner,gender,SeniorCitizen,PhoneService,MultipleLines,PaperlessBilling,StreamingMovies,customerID,Churn
No,DSL,Yes,No,Yes,"(58.45, 68.5]","(64.8, 72.0]",Yes,Bank transfer (automatic),Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,No,cef4ed82-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(68.5, 78.55]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,No,Male,No,Yes,No,Yes,No,cada85f4-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(43.2, 50.4]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,Yes,c6a7872a-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(28.3, 38.35]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Female,Yes,No,No phone service,Yes,Yes,d0e1f572-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(78.55, 88.6]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,c598e810-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,ca2d9600-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Month-to-month,Yes,Yes,Female,No,Yes,No,No,No internet service,c5e7f388-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,c8ed5f1e-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Mailed check,Month-to-month,Yes,No,Female,No,Yes,No,No,No internet service,c88ea050-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,Yes,Female,Yes,Yes,Yes,Yes,Yes,c5941358-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(43.2, 50.4]",No,Bank transfer (automatic),One year,No,No,Female,Yes,Yes,Yes,Yes,Yes,c5a767f0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(36.0, 43.2]",No,Credit card (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,c57080f0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,No,Yes,No,c4c78e14-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c46e845e-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,No,Yes,"(38.35, 48.4]","(43.2, 50.4]",No,Electronic check,One year,Yes,Yes,Male,No,No,No phone service,No,No,cc5731b6-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,No,No,No internet service,c5c78f1c-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(36.0, 43.2]",No internet service,Mailed check,Two year,No,No,Female,Yes,Yes,No,No,No internet service,c962e536-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,Yes,Yes,Yes,Yes,Yes,c4e5b632-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,No,No,No internet service,c47ff824-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(64.8, 72.0]",Yes,Electronic check,Two year,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,c5e17512-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(68.5, 78.55]","(50.4, 57.6]",Yes,Credit card (automatic),Two year,No,No,Female,No,Yes,No,Yes,No,cae3e090-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(36.0, 43.2]",No,Bank transfer (automatic),Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,Yes,d66ea1d4-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,No,No,"(88.6, 98.65]","(36.0, 43.2]",No,Electronic check,Month-to-month,No,Yes,Male,No,Yes,No,Yes,Yes,cac53866-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(14.4, 21.6]",Yes,Bank transfer (automatic),Month-to-month,Yes,Yes,Female,No,Yes,No,No,No,cff98026-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(50.4, 57.6]",Yes,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,No,No,d57336e6-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,No,No,No internet service,c47ff95a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Credit card (automatic),Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c4b30d72-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,Yes,"(78.55, 88.6]","(50.4, 57.6]",Yes,Bank transfer (automatic),One year,No,No,Female,Yes,Yes,Yes,No,Yes,cc360982-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,No,No,"(28.3, 38.35]","(43.2, 50.4]",Yes,Mailed check,One year,No,Yes,Female,No,No,No phone service,No,No,d1b9fe86-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,No,Yes,cbbce106-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,No,Yes,Yes,"(88.6, 98.65]","(57.6, 64.8]",No,Electronic check,Two year,No,Yes,Female,No,Yes,No,Yes,Yes,cb8a2608-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(57.6, 64.8]",Yes,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,Yes,d6d98ee0-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(48.4, 58.45]","(21.6, 28.8]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No,c6081f5a-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(88.6, 98.65]","(36.0, 43.2]",No,Electronic check,One year,No,No,Female,No,Yes,No,Yes,No,c9fb611c-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Credit card (automatic),One year,Yes,No,Male,No,Yes,No,No,No internet service,c9499cde-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,Yes,No internet service,c46c035a-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(7.2, 14.4]",Yes,Electronic check,Month-to-month,Yes,No,Female,No,Yes,Yes,Yes,Yes,d44caf5e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(57.6, 64.8]",No,Bank transfer (automatic),One year,No,No,Female,No,Yes,Yes,Yes,Yes,d6ddc6ea-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,c588c1b0-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,Yes,Yes,"(68.5, 78.55]","(64.8, 72.0]",Yes,Credit card (automatic),One year,Yes,Yes,Female,No,Yes,Yes,Yes,No,ce640470-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(57.6, 64.8]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,Yes,Yes,Yes,d413bd8e-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Bank transfer (automatic),One year,No,Yes,Male,No,Yes,No,Yes,No internet service,c8a97420-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Female,No,Yes,No,Yes,No internet service,c46db826-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(7.2, 14.4]",No,Electronic check,One year,No,No,Male,No,Yes,No,No,Yes,d280dbdc-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(28.8, 36.0]",Yes,Bank transfer (automatic),One year,No,No,Female,Yes,Yes,Yes,Yes,Yes,c8a6fd08-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Electronic check,One year,No,Yes,Female,Yes,Yes,Yes,No,No internet service,c93f29b6-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,No,"(78.55, 88.6]","(43.2, 50.4]",Yes,Bank transfer (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,No,Yes,ccf6ac78-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,No,Yes,No internet service,c933d106-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,Yes,No,c4dca5ec-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(36.0, 43.2]",No,Credit card (automatic),One year,No,No,Female,Yes,Yes,Yes,Yes,Yes,c83b653e-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(48.4, 58.45]","(21.6, 28.8]",No,Mailed check,Month-to-month,Yes,Yes,Female,No,Yes,Yes,No,No,d03c5e64-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,No,"(68.5, 78.55]","(7.2, 14.4]",No,Mailed check,One year,No,No,Female,No,Yes,Yes,No,Yes,cc9b45a4-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,No,Yes,c4cc9da0-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(18.148999999999997, 28.3]","(7.2, 14.4]",No,Mailed check,Month-to-month,No,No,Male,No,No,No phone service,Yes,No,d1065250-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,No,Yes,No,c6116c68-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Male,No,Yes,Yes,Yes,Yes,c66d5082-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Female,No,Yes,No,Yes,No internet service,c46db66e-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,No,No,"(88.6, 98.65]","(50.4, 57.6]",Yes,Credit card (automatic),Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,Yes,cbae2274-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,Yes,c59dbc8c-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(36.0, 43.2]",Yes,Mailed check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No,d52ddb00-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c48340b0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,c61317c0-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Male,No,Yes,Yes,Yes,Yes,c4caf702-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,Yes,"(58.45, 68.5]","(57.6, 64.8]",No,Mailed check,One year,Yes,Yes,Female,No,Yes,No,No,No,ccfd1eb4-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(78.55, 88.6]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,No,d62f3c06-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,Yes,"(58.45, 68.5]","(50.4, 57.6]",Yes,Credit card (automatic),One year,No,Yes,Female,No,Yes,Yes,Yes,No,c7651808-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(88.6, 98.65]","(50.4, 57.6]",No,Credit card (automatic),Month-to-month,No,No,Male,No,Yes,Yes,No,Yes,d3752462-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(57.6, 64.8]",Yes,Electronic check,One year,Yes,Yes,Female,No,Yes,Yes,No,Yes,c8f7373c-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,No,"(48.4, 58.45]","(7.2, 14.4]",No,Credit card (automatic),Month-to-month,Yes,Yes,Female,No,Yes,No,No,No,cc1f7c8a-82c9-11ec-acdd-acde48001122,1
No,DSL,No,Yes,Yes,"(48.4, 58.45]","(64.8, 72.0]",No,Credit card (automatic),Two year,Yes,Yes,Male,No,No,No phone service,No,Yes,d1cae6a6-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",Yes,Credit card (automatic),One year,No,Yes,Female,No,Yes,No,Yes,Yes,cb6b890a-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,Yes,"(68.5, 78.55]","(43.2, 50.4]",Yes,Bank transfer (automatic),Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,No,d1bd7250-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,One year,Yes,Yes,Male,No,Yes,No,No,No internet service,c521ab4c-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(36.0, 43.2]",No,Bank transfer (automatic),One year,No,No,Female,No,Yes,No,Yes,Yes,caec6468-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,One year,No,No,Female,No,Yes,No,No,No internet service,c4d85d5c-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(36.0, 43.2]",No,Electronic check,Two year,No,Yes,Female,No,Yes,No,Yes,Yes,cad64494-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,No,"(38.35, 48.4]","(7.2, 14.4]",No,Electronic check,One year,No,No,Male,No,No,No phone service,Yes,No,ce2ed6d8-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,No,"(28.3, 38.35]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,No,No phone service,No,No,c676e7c8-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,No,No,"(58.45, 68.5]","(64.8, 72.0]",Yes,Bank transfer (automatic),One year,No,Yes,Female,Yes,Yes,No,Yes,No,cc7e2960-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(21.6, 28.8]",Yes,Mailed check,Month-to-month,No,No,Male,Yes,Yes,Yes,No,Yes,d45c5fa8-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,No,Male,No,Yes,Yes,Yes,No,ca82cb8e-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,No,No,No internet service,c4d78c4c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c477e2b0-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,Yes,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,Yes,Yes,No,d5bb9530-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(28.8, 36.0]",Yes,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,c81f105a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(88.6, 98.65]","(57.6, 64.8]",Yes,Electronic check,One year,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,d56522ae-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Credit card (automatic),Two year,No,No,Female,No,Yes,Yes,No,No internet service,c5f0140a-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(7.2, 14.4]",No,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,No,No,No,d1454ae6-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,No,"(38.35, 48.4]","(57.6, 64.8]",No,Credit card (automatic),One year,No,Yes,Male,No,No,No phone service,Yes,Yes,d24207ea-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(48.4, 58.45]","(7.2, 14.4]",No,Credit card (automatic),One year,Yes,Yes,Male,No,Yes,No,No,Yes,d07b1b22-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Bank transfer (automatic),Two year,No,No,Male,No,Yes,No,No,No internet service,c4f8373a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,One year,No,No,Male,No,Yes,No,No,No internet service,c4a11f68-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,No,No,"(38.35, 48.4]","(64.8, 72.0]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,No,No phone service,Yes,Yes,d1ad32be-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,Yes,Yes,Female,No,Yes,No,No,No internet service,c4756878-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,No,No,No,c4874692-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(68.5, 78.55]","(14.4, 21.6]",Yes,Credit card (automatic),Month-to-month,No,No,Female,Yes,Yes,No,Yes,No,cff7b476-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,Yes,"(58.45, 68.5]","(14.4, 21.6]",No,Mailed check,One year,No,Yes,Male,No,Yes,No,Yes,Yes,c7892cb6-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Mailed check,One year,No,No,Male,No,Yes,No,Yes,No internet service,c5b5d510-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(43.2, 50.4]",Yes,Credit card (automatic),One year,Yes,No,Male,No,Yes,Yes,Yes,Yes,d41b6db8-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(48.4, 58.45]","(14.4, 21.6]",Yes,Mailed check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c6aeca8a-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(21.6, 28.8]",Yes,Electronic check,Month-to-month,No,No,Male,No,Yes,No,Yes,No,d4cee8ac-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(21.6, 28.8]",No,Electronic check,Month-to-month,No,No,Female,Yes,Yes,No,Yes,Yes,d6907ab6-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Two year,Yes,Yes,Male,No,Yes,No,No,No internet service,c4a4967a-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,Yes,"(58.45, 68.5]","(14.4, 21.6]",No,Mailed check,Two year,Yes,Yes,Male,No,Yes,No,No,No,ce5adce2-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(58.45, 68.5]","(28.8, 36.0]",No,Electronic check,One year,No,No,Female,No,Yes,Yes,No,No,c770a696-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c46e8490-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,One year,Yes,Yes,Male,No,Yes,No,No,No internet service,c4bac0b2-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c46a4ed4-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,Yes,No,Yes,c54a1f82-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",Yes,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,c508113c-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,No,No,No internet service,c4b0ed3a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(14.4, 21.6]",No,Mailed check,Month-to-month,No,No,Female,Yes,Yes,Yes,Yes,No,cffcd7c6-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(68.5, 78.55]","(28.8, 36.0]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,No,c56e18e2-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(48.4, 58.45]","(14.4, 21.6]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,Yes,No,No,d223da90-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(48.4, 58.45]","(50.4, 57.6]",No,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,No,Yes,No,d1fb8180-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,Yes,No,No phone service,Yes,No,c66c8274-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Credit card (automatic),Month-to-month,Yes,Yes,Female,No,Yes,No,Yes,No internet service,c915f9b0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(43.2, 50.4]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,No,No,cf63bcbc-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(58.45, 68.5]","(14.4, 21.6]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,No,No,c789fc18-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,Yes,"(68.5, 78.55]","(-0.073, 7.2]",Yes,Electronic check,One year,Yes,Yes,Female,No,Yes,No,No,No,ce4f2096-82c9-11ec-acdd-acde48001122,0
