Partner,Dependents,gender,OnlineSecurity,monthly_charges_bins,OnlineBackup,MultipleLines,PhoneService,PaymentMethod,InternetService,tenure_bins,StreamingMovies,TechSupport,StreamingTV,Contract,DeviceProtection,PaperlessBilling,SeniorCitizen,customerID,Churn
Yes,No,Female,No,"(78.55, 88.6]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",Yes,No internet service,No,Month-to-month,No,Yes,No,2817-FNVOI,1
No,Yes,Female,Yes,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(7.2, 14.4]",Yes,Yes,No,Month-to-month,Yes,No,No,3354-UCEVO,0
Yes,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",Yes,Yes,Yes,Two year,No,No,Yes,5082-LGARS,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,1238-WGMMR,0
No,Yes,Male,No,"(58.45, 68.5]",Yes,No,Yes,Credit card (automatic),DSL,"(7.2, 14.4]",No,No,Yes,Month-to-month,No,Yes,Yes,0179-RJYPY,0
No,Yes,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",Yes,Yes,Yes,Two year,No,Yes,No,1855-KBXWL,0
No,Yes,Male,Yes,"(38.35, 48.4]",No,No phone service,No,Bank transfer (automatic),DSL,"(36.0, 43.2]",No,Yes,Yes,One year,No,No,No,7160-RIACW,0
Yes,Yes,Female,No,"(88.6, 98.65]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",Yes,No,Yes,Month-to-month,No,Yes,No,6564-YSOBM,0
Yes,Yes,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No internet service,Yes,One year,Yes,Yes,Yes,1763-QNGFW,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,8143-RYZMR,0
Yes,Yes,Female,No,"(48.4, 58.45]",No,No,Yes,Credit card (automatic),DSL,"(14.4, 21.6]",No,Yes,No,One year,Yes,Yes,No,2373-LNPZF,0
Yes,Yes,Female,Yes,"(78.55, 88.6]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,No,No,One year,No,Yes,No,7419-XGAAL,0
No,No,Female,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",No,Yes,Yes,One year,No,Yes,No,2293-NAAGK,1
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,No phone service,No,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,8667-NNRYU,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,2451-FNUUR,0
Yes,Yes,Female,No,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No internet service,No,Month-to-month,No,No,No,1866-SANGP,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,5997-FHWBY,0
No,No,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(21.6, 28.8]",Yes,Yes,No,Month-to-month,Yes,No,No,1078-EQDCB,0
No,No,Male,No internet service,"(98.65, 108.7]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,One year,Yes,Yes,No,3022-BEESD,1
No,Yes,Male,No internet service,"(68.5, 78.55]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",No,No internet service,No,Month-to-month,No,Yes,No,2088-VUUQG,0
No,Yes,Female,No,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",Yes,No internet service,Yes,Month-to-month,Yes,Yes,No,4190-YKJYT,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(57.6, 64.8]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,3416-PSELN,0
No,Yes,Female,Yes,"(48.4, 58.45]",Yes,No,Yes,Mailed check,DSL,"(7.2, 14.4]",No,Yes,No,Two year,No,Yes,No,5860-NRPQJ,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",Yes,No,Yes,Bank transfer (automatic),DSL,"(36.0, 43.2]",Yes,No,Yes,One year,No,No,No,7977-TWYQA,0
Yes,Yes,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",Yes,Yes,Yes,One year,No,No,Yes,7953-EKLGI,0
No,Yes,Male,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",No,Yes,Yes,Two year,No,Yes,No,0560-IAWZL,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,One year,No internet service,No,No,0372-ISSAZ,0
Yes,Yes,Male,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Mailed check,Fiber optic,"(21.6, 28.8]",No,Yes,Yes,One year,No,No,No,2697-YIOKS,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,8558-ZEIGQ,0
No,No,Male,Yes,"(38.35, 48.4]",No,No phone service,No,Bank transfer (automatic),DSL,"(43.2, 50.4]",No,Yes,No,One year,Yes,No,No,1937-IJAMS,0
No,No,Male,No,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No,No,Month-to-month,No,Yes,No,4714-RFXRG,0
No,Yes,Female,No,"(28.3, 38.35]",Yes,No phone service,No,Mailed check,DSL,"(7.2, 14.4]",No,No,No,Month-to-month,No,Yes,No,3290-AAUEX,0
No,No,Female,No,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",Yes,Yes,Yes,One year,No,Yes,Yes,7252-CSJLN,0
No,No,Female,No,"(68.5, 78.55]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",No,No internet service,No,One year,Yes,Yes,Yes,7115-NEBBK,1
Yes,Yes,Female,Yes,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",No,Yes,Yes,One year,Yes,Yes,No,9085-KDESH,0
Yes,Yes,Male,No internet service,"(58.45, 68.5]",No,Yes,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,Yes,One year,Yes,No,No,0627-GEJQF,0
Yes,No,Male,No,"(88.6, 98.65]",No,Yes,Yes,Mailed check,Fiber optic,"(28.8, 36.0]",Yes,No,Yes,One year,No,Yes,Yes,6829-FHEEE,1
Yes,Yes,Female,No internet service,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(36.0, 43.2]",No,Yes,No,One year,Yes,Yes,No,1991-GBMUE,1
No,No,Female,No,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,One year,Yes,Yes,Yes,0667-EZGNA,1
No,Yes,Female,Yes,"(68.5, 78.55]",No,Yes,Yes,Credit card (automatic),DSL,"(7.2, 14.4]",Yes,Yes,No,One year,Yes,No,No,8396-GTQFY,0
Yes,Yes,Male,No,"(68.5, 78.55]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",Yes,Yes,No,One year,Yes,Yes,No,3763-ICMXH,1
Yes,Yes,Female,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Mailed check,Fiber optic,"(28.8, 36.0]",No,No internet service,No,Two year,No,Yes,Yes,3775-RKGSI,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,No,No,3220-VLASW,0
No,No,Female,Yes,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,Yes,No,One year,Yes,Yes,No,6315-LJXMZ,0
No,No,Female,No,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",No,Yes,Yes,Month-to-month,No,Yes,No,7716-JQDQS,1
Yes,Yes,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,Two year,Yes,No,No,2700-JICQB,0
Yes,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(21.6, 28.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,6392-MSQRS,0
No,No,Male,No,"(68.5, 78.55]",No,Yes,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",No,No,No,Month-to-month,No,No,No,7606-NQFOV,0
No,No,Male,Yes,"(68.5, 78.55]",No,Yes,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",No,No internet service,No,Two year,No,Yes,No,1945-ZRSGF,1
No,No,Male,No,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(7.2, 14.4]",No,No internet service,Yes,One year,No,Yes,No,6119-TWIWU,1
Yes,Yes,Male,No,"(68.5, 78.55]",Yes,No,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",Yes,Yes,Yes,Two year,No,No,No,8484-EHHWA,0
Yes,No,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),DSL,"(57.6, 64.8]",No,Yes,Yes,One year,No,No,No,4673-SFPGJ,0
No,No,Female,Yes,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",No,No,No,Month-to-month,No,Yes,No,5165-YEHYN,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,4491-UDQMZ,0
No,No,Male,No,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(50.4, 57.6]",No,Yes,No,Month-to-month,No,No,No,6458-MAJNU,0
Yes,No,Male,No internet service,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,Yes,Two year,Yes,No,No,3965-HXEMC,0
No,Yes,Male,Yes,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,No,Yes,No,5282-OCHDT,1
No,No,Female,Yes,"(48.4, 58.45]",No,No,Yes,Bank transfer (automatic),DSL,"(50.4, 57.6]",No,No,No,Month-to-month,No,Yes,No,0874-AXGGH,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,2128-XGBGS,1
Yes,Yes,Male,Yes,"(98.65, 108.7]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,No internet service,Yes,Two year,Yes,Yes,No,9965-UZQSV,0
Yes,No,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,No,No,Two year,Yes,No,No,2964-RVSZR,0
No,No,Female,No,"(48.4, 58.45]",No,Yes,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,Yes,No,One year,No,Yes,No,3717-FAGJW,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,1432-RJKVF,0
No,No,Female,No internet service,"(58.45, 68.5]",Yes,No,Yes,Bank transfer (automatic),DSL,"(21.6, 28.8]",Yes,Yes,No,Two year,No,Yes,No,8590-DEIYY,0
Yes,Yes,Female,Yes,"(48.4, 58.45]",No,No,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",No,No,No,Two year,No,Yes,No,1000-QZWFS,0
No,No,Female,Yes,"(58.45, 68.5]",No,Yes,Yes,Mailed check,DSL,"(21.6, 28.8]",No,Yes,No,Month-to-month,No,Yes,No,3637-WVGXA,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,2471-FHBDG,0
Yes,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",Yes,No internet service,Yes,Month-to-month,Yes,Yes,No,3912-BLRYW,1
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(21.6, 28.8]",No internet service,No internet service,No internet service,One year,No internet service,No,No,2174-CHWQM,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,6095-NOOXZ,0
Yes,Yes,Male,No internet service,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",Yes,No,Yes,Month-to-month,Yes,Yes,No,2662-AGKPH,1
Yes,Yes,Female,Yes,"(28.3, 38.35]",Yes,No phone service,No,Bank transfer (automatic),DSL,"(43.2, 50.4]",No,No,No,One year,No,No,No,4387-TPZAK,0
No,No,Male,No,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",No,No internet service,No,Month-to-month,Yes,Yes,Yes,3358-WIIDD,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,1943-EKYJH,0
No,No,Male,No internet service,"(38.35, 48.4]",No,No,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",No,No internet service,No,Month-to-month,No,Yes,No,0920-QABEV,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Mailed check,DSL,"(28.8, 36.0]",No,Yes,Yes,Two year,No,No,No,0041-PSEDK,0
No,No,Male,No,"(78.55, 88.6]",No,No,Yes,Credit card (automatic),Fiber optic,"(50.4, 57.6]",Yes,No,No,One year,Yes,Yes,No,0020-NCBMA,0
No,Yes,Female,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Credit card (automatic),DSL,"(43.2, 50.4]",Yes,No,Yes,One year,Yes,Yes,No,0282-LCYQQ,0
Yes,Yes,Male,No,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),DSL,"(50.4, 57.6]",No,Yes,Yes,One year,Yes,Yes,No,7428-ZYMHS,0
Yes,Yes,Male,No,"(28.3, 38.35]",Yes,No phone service,No,Credit card (automatic),DSL,"(36.0, 43.2]",No,No,No,Month-to-month,No,No,No,4662-IXJTI,0
No,Yes,Female,Yes,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No,No,Month-to-month,No,Yes,No,1872-DGHBJ,1
No,No,Female,No internet service,"(58.45, 68.5]",No,No,Yes,Credit card (automatic),DSL,"(7.2, 14.4]",Yes,Yes,No,One year,No,No,No,6170-PJSQC,0
No,Yes,Female,No,"(58.45, 68.5]",No,No,Yes,Electronic check,DSL,"(28.8, 36.0]",Yes,No,No,Month-to-month,Yes,Yes,No,9127-XBMNK,0
No,No,Female,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",No,No internet service,No,One year,No,Yes,No,4897-MRKND,1
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,0104-MYSTC,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,6960-TNLPT,0
Yes,Yes,Female,No internet service,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",Yes,Yes,Yes,Two year,Yes,No,No,2244-QPINM,0
Yes,No,Male,No,"(78.55, 88.6]",Yes,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",No,No internet service,No,Month-to-month,Yes,No,No,4951-YNYQQ,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(21.6, 28.8]",No internet service,No internet service,No internet service,One year,No internet service,No,No,8351-GYOWZ,0
Yes,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,9291-VEZPP,0
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",No,Yes,No,Two year,Yes,Yes,No,2630-XUYWX,0
No,Yes,Male,Yes,"(28.3, 38.35]",No,No phone service,No,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,One year,Yes,No,No,7093-WLBEZ,0
Yes,No,Female,Yes,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),DSL,"(50.4, 57.6]",No,Yes,Yes,Two year,No,Yes,No,5188-RVNQX,0
No,No,Female,No,"(58.45, 68.5]",No,No,Yes,Electronic check,DSL,"(14.4, 21.6]",No,Yes,Yes,One year,No,No,Yes,1601-NMHTT,1
No,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No internet service,Yes,One year,Yes,Yes,No,7099-LRUQP,1
No,No,Male,No,"(78.55, 88.6]",No,No,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",No,No internet service,Yes,Month-to-month,No,Yes,Yes,3787-BZQPB,1
Yes,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,7347-HGLYK,0
Yes,No,Male,No,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No internet service,No,Month-to-month,Yes,Yes,Yes,8511-EENMB,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No,No phone service,No,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,Two year,No,No,No,9789-DOROQ,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(50.4, 57.6]",Yes,No internet service,No,One year,No,No,No,1999-HDWNU,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Credit card (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,8053-RSLQA,0
No,Yes,Female,No,"(48.4, 58.45]",No,Yes,Yes,Electronic check,DSL,"(14.4, 21.6]",No,No,No,Two year,No,Yes,No,2512-QRFCY,1
No,Yes,Male,No,"(48.4, 58.45]",No,No,Yes,Bank transfer (automatic),DSL,"(36.0, 43.2]",No,Yes,No,Two year,No,Yes,No,9527-GEYYW,0
No,Yes,Female,Yes,"(48.4, 58.45]",No,No,Yes,Credit card (automatic),DSL,"(21.6, 28.8]",No,Yes,No,One year,No,No,No,2096-CIPDF,0
Yes,Yes,Male,No,"(68.5, 78.55]",No,Yes,Yes,Credit card (automatic),DSL,"(36.0, 43.2]",Yes,Yes,No,One year,Yes,No,No,9213-MVAHZ,0
Yes,Yes,Female,Yes,"(108.7, 118.75]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,No,6136-VKYLP,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Electronic check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,1203-UUUYL,1
No,Yes,Female,No,"(38.35, 48.4]",No,No,Yes,Bank transfer (automatic),DSL,"(-0.073, 7.2]",No,No internet service,No,One year,No,No,No,2516-XGKQT,1
Yes,Yes,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,No,3309-IJZDV,0
No,Yes,Female,No internet service,"(78.55, 88.6]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",Yes,No internet service,No,Two year,No,Yes,No,9930-VTMSC,1
No,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,No internet service,Yes,Month-to-month,Yes,Yes,No,9148-AWBPD,1
Yes,No,Female,No,"(78.55, 88.6]",No,Yes,Yes,Mailed check,Fiber optic,"(21.6, 28.8]",No,No internet service,No,Two year,Yes,Yes,No,5480-BSORP,0
Yes,Yes,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,Yes,8748-HKBKZ,0
Yes,Yes,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,2913-CUGVV,0
Yes,No,Female,No,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,No,7274-UPHOO,0
Yes,No,Female,No internet service,"(78.55, 88.6]",No,No,Yes,Mailed check,Fiber optic,"(36.0, 43.2]",No,Yes,Yes,Month-to-month,No,Yes,Yes,0392-CBDOX,1
No,No,Female,No,"(88.6, 98.65]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",No,No,Yes,Month-to-month,Yes,Yes,Yes,8857-UPPBU,1
Yes,No,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,Yes,One year,Yes,Yes,No,6276-RHYPR,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,6770-UDJUC,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5805-AYWKC,0
Yes,No,Female,No internet service,"(58.45, 68.5]",Yes,Yes,Yes,Credit card (automatic),DSL,"(57.6, 64.8]",No,Yes,No,Two year,No,Yes,No,5661-KHJBF,0
Yes,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,No,Yes,6814-ZUVTI,0
No,No,Male,No internet service,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,No,Yes,Two year,No,Yes,Yes,8109-DMGPJ,1
No,No,Female,Yes,"(78.55, 88.6]",Yes,No,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",Yes,Yes,Yes,One year,Yes,No,No,1642-QAVFH,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,0047-XVLAA,0
No,Yes,Female,No,"(88.6, 98.65]",No,No,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",Yes,No,Yes,Two year,Yes,Yes,No,5620-WGAUC,0
No,Yes,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Credit card (automatic),DSL,"(28.8, 36.0]",Yes,Yes,No,Two year,Yes,Yes,No,6309-HXNMM,0
Yes,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No internet service,Yes,One year,Yes,Yes,No,2933-LIKND,0
Yes,No,Female,Yes,"(58.45, 68.5]",No,Yes,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",No,Yes,No,One year,No,Yes,No,1424-JHFPA,0
Yes,No,Female,No internet service,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No,No,Month-to-month,No,Yes,Yes,3436-NPYPE,1
No,Yes,Female,No,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",No,No,No,One year,Yes,Yes,No,9442-KBMMK,1
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,1526-SEMUR,0
No,No,Female,Yes,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),DSL,"(50.4, 57.6]",Yes,No,Yes,Month-to-month,No,Yes,No,8284-IEHGQ,1
No,No,Male,Yes,"(48.4, 58.45]",Yes,Yes,Yes,Credit card (automatic),DSL,"(14.4, 21.6]",No,No internet service,No,One year,No,Yes,Yes,3026-PZFEZ,0
Yes,Yes,Female,No,"(38.35, 48.4]",No,No,Yes,Bank transfer (automatic),DSL,"(7.2, 14.4]",No,No internet service,No,Month-to-month,No,Yes,No,4679-DNOMZ,1
No,No,Female,No,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",Yes,No internet service,No,Month-to-month,No,Yes,No,3941-BIVZG,1
Yes,No,Male,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",Yes,No,Yes,One year,No,Yes,No,2813-WVPPB,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,One year,No internet service,No,No,5394-ZCGYL,0
