Contract,OnlineBackup,PhoneService,OnlineSecurity,InternetService,StreamingMovies,PaymentMethod,TechSupport,Dependents,PaperlessBilling,MultipleLines,gender,DeviceProtection,SeniorCitizen,StreamingTV,tenure_bins,monthly_charges_bins,Partner,customerID,Churn
Month-to-month,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Male,No,Yes,No,"(7.2, 14.4]","(78.55, 88.6]",No,6776-IJEHN,1
Two year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Male,Yes,Yes,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,0397-LQZJD,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,No,Yes,Yes,"(7.2, 14.4]","(98.65, 108.7]",Yes,9339-WXLOB,1
Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Male,Yes,No,Yes,"(7.2, 14.4]","(108.7, 118.75]",No,6026-RFWMZ,1
Two year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,1820-VCNKQ,0
One year,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,No,Yes,Female,No,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",No,9558-RYJIN,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,Yes,No,Female,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,9087-BARUF,0
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,No,Yes,"(7.2, 14.4]","(88.6, 98.65]",No,8103-IYTWU,1
Month-to-month,No,No,Yes,DSL,Yes,Mailed check,Yes,No,No,No phone service,Female,Yes,No,No,"(-0.073, 7.2]","(38.35, 48.4]",No,8852-TIKVY,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Male,Yes,Yes,No,"(64.8, 72.0]","(98.65, 108.7]",Yes,4027-HNFMX,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,Yes,Yes,"(21.6, 28.8]","(98.65, 108.7]",No,6643-FHOZU,1
One year,Yes,No,No,DSL,Yes,Credit card (automatic),No,Yes,Yes,No phone service,Male,Yes,No,No,"(21.6, 28.8]","(38.35, 48.4]",Yes,4767-AYQAI,0
Month-to-month,No,Yes,Yes,Fiber optic,No,Mailed check,No,No,Yes,No,Female,No,No,Yes,"(7.2, 14.4]","(78.55, 88.6]",No,1970-SPLRH,1
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,9894-ATOPX,0
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,No,Yes,Yes,Female,No,No,Yes,"(-0.073, 7.2]","(58.45, 68.5]",No,5361-GETMC,0
One year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,No,No,Male,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,6928-JGJJC,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,No,Yes,Female,No,Yes,No,"(14.4, 21.6]","(88.6, 98.65]",No,9636-AASYT,1
Month-to-month,No,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,No,Yes,Yes,"(21.6, 28.8]","(98.65, 108.7]",Yes,4642-XIOJQ,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,7594-LQSLJ,0
One year,Yes,Yes,No,DSL,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Male,Yes,No,No,"(64.8, 72.0]","(68.5, 78.55]",Yes,9134-HPEKK,1
Two year,No,Yes,Yes,DSL,Yes,Mailed check,Yes,Yes,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,2831-DWQNE,0
Month-to-month,No,No,No,DSL,No,Electronic check,No,No,No,No phone service,Female,No,Yes,No,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,9806-FSAIZ,1
Two year,No,Yes,Yes,Fiber optic,Yes,Electronic check,No,No,Yes,No,Male,Yes,No,Yes,"(36.0, 43.2]","(98.65, 108.7]",No,2959-VFCPD,0
Two year,Yes,No,No,DSL,No,Credit card (automatic),Yes,No,No,No phone service,Female,Yes,No,No,"(43.2, 50.4]","(38.35, 48.4]",No,8002-VLYZI,0
Two year,No,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,No,No,Yes,Male,Yes,Yes,No,"(64.8, 72.0]","(68.5, 78.55]",No,6057-URYYI,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,4422-BUGJG,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,Yes,No,"(14.4, 21.6]","(68.5, 78.55]",No,3375-KOVOF,1
Month-to-month,Yes,No,Yes,DSL,Yes,Credit card (automatic),No,Yes,Yes,No phone service,Female,Yes,No,Yes,"(21.6, 28.8]","(58.45, 68.5]",Yes,4450-JZYRB,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,2527-CBTSO,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,No,No,"(7.2, 14.4]","(68.5, 78.55]",No,3773-ZMZCZ,0
One year,Yes,Yes,Yes,DSL,No,Mailed check,Yes,Yes,No,No,Male,No,No,No,"(64.8, 72.0]","(58.45, 68.5]",Yes,9324-DTNAL,0
Month-to-month,No,Yes,Yes,Fiber optic,Yes,Electronic check,Yes,Yes,Yes,No,Male,No,No,Yes,"(21.6, 28.8]","(98.65, 108.7]",Yes,8704-STROG,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,4179-VNRTD,1
Two year,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",Yes,3329-KKRIS,0
Month-to-month,No,No,No,DSL,Yes,Electronic check,No,No,Yes,No phone service,Male,Yes,No,Yes,"(-0.073, 7.2]","(48.4, 58.45]",Yes,9595-PILJX,1
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,No,Yes,Yes,Female,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,1791-LNQTE,1
One year,No,No,Yes,DSL,Yes,Electronic check,No,No,Yes,No phone service,Female,Yes,No,Yes,"(64.8, 72.0]","(48.4, 58.45]",Yes,0751-ZXCDQ,0
Month-to-month,Yes,No,No,DSL,No,Mailed check,Yes,No,No,No phone service,Male,No,No,No,"(7.2, 14.4]","(28.3, 38.35]",No,2529-OAOPG,0
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,No,Female,Yes,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",No,0412-GFVPV,1
Two year,Yes,Yes,No,DSL,Yes,Bank transfer (automatic),Yes,Yes,No,No,Male,No,No,Yes,"(57.6, 64.8]","(68.5, 78.55]",Yes,7802-BDFDK,0
Two year,Yes,Yes,Yes,DSL,Yes,Credit card (automatic),No,Yes,No,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(78.55, 88.6]",Yes,5638-QEHJS,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",Yes,2253-ZYROT,1
One year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,2223-RVVFC,0
Month-to-month,Yes,Yes,No,DSL,No,Credit card (automatic),No,No,No,Yes,Male,No,Yes,No,"(21.6, 28.8]","(48.4, 58.45]",No,7753-SCZFQ,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,6635-PAIZV,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,2813-WRSMA,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,7262-THAVF,0
Month-to-month,No,Yes,No,DSL,No,Credit card (automatic),No,No,Yes,No,Female,No,No,Yes,"(-0.073, 7.2]","(48.4, 58.45]",No,0139-BZXGA,1
One year,No,No,Yes,DSL,Yes,Electronic check,No,No,Yes,No phone service,Male,Yes,No,Yes,"(43.2, 50.4]","(48.4, 58.45]",No,1583-DFUZX,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,Yes,Yes,"(7.2, 14.4]","(98.65, 108.7]",No,2302-UYEQG,1
Two year,Yes,Yes,Yes,Fiber optic,Yes,Mailed check,No,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",No,6986-ZUCNU,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,1861-SKCFP,0
One year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,9169-SBDFU,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,5716-PQRGO,0
Two year,Yes,Yes,Yes,DSL,Yes,Electronic check,Yes,No,No,Yes,Male,No,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,8506-AVKVX,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,7101-ENTSJ,0
One year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,No,Yes,Female,Yes,Yes,Yes,"(57.6, 64.8]","(78.55, 88.6]",No,2635-JFVUO,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,No,Female,No internet service,Yes,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,0203-UPKWW,0
Month-to-month,No,Yes,No,Fiber optic,No,Mailed check,Yes,No,Yes,No,Female,Yes,No,No,"(14.4, 21.6]","(78.55, 88.6]",Yes,4365-GRLHV,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",No,8201-DFFKS,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Male,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",No,8373-XNNLQ,1
Two year,Yes,Yes,Yes,DSL,Yes,Mailed check,Yes,Yes,Yes,Yes,Female,Yes,No,Yes,"(57.6, 64.8]","(88.6, 98.65]",Yes,1751-KLEGI,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,7522-LXLCQ,0
One year,No,Yes,Yes,DSL,Yes,Electronic check,Yes,No,Yes,Yes,Female,No,No,No,"(57.6, 64.8]","(58.45, 68.5]",Yes,8086-LQJCI,0
Two year,Yes,Yes,No,DSL,Yes,Credit card (automatic),Yes,Yes,No,No,Male,Yes,No,Yes,"(28.8, 36.0]","(78.55, 88.6]",Yes,0988-PEOYS,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,Yes,Female,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,8785-YZJUV,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,No,No,"(64.8, 72.0]","(98.65, 108.7]",Yes,5087-ZAUTH,0
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,Yes,Yes,No,Female,No,No,No,"(7.2, 14.4]","(38.35, 48.4]",No,3764-QURUD,1
Month-to-month,No,Yes,No,DSL,Yes,Credit card (automatic),Yes,No,Yes,No,Male,Yes,No,No,"(28.8, 36.0]","(58.45, 68.5]",Yes,5936-ZIEII,0
One year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Male,No,No,No,"(50.4, 57.6]","(88.6, 98.65]",Yes,8736-RQTTW,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(57.6, 64.8]","(18.148999999999997, 28.3]",Yes,1007-HKLAI,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,8863-KTRGW,0
Two year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(57.6, 64.8]","(108.7, 118.75]",No,0254-REVID,0
Month-to-month,No,Yes,Yes,DSL,No,Electronic check,No,Yes,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,3783-DGRCD,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,Yes,Yes,No,No,Female,Yes,No,No,"(21.6, 28.8]","(78.55, 88.6]",Yes,5829-MUWTD,1
Month-to-month,No,Yes,Yes,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(7.2, 14.4]","(68.5, 78.55]",Yes,4646-QCYUA,1
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,No,Yes,"(28.8, 36.0]","(98.65, 108.7]",Yes,4596-NZUSZ,0
Two year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Male,Yes,Yes,Yes,"(64.8, 72.0]","(98.65, 108.7]",Yes,1271-GHDPQ,1
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,4973-UODKR,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,No,No,Female,No,Yes,No,"(-0.073, 7.2]","(78.55, 88.6]",No,2021-GYJIP,1
Month-to-month,Yes,Yes,No,DSL,No,Electronic check,No,No,No,No,Female,No,No,No,"(14.4, 21.6]","(48.4, 58.45]",No,9522-OXOQQ,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,No,No,No,"(28.8, 36.0]","(78.55, 88.6]",No,9352-MYHHS,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,Yes,No,"(-0.073, 7.2]","(78.55, 88.6]",Yes,3132-FWMBK,1
Month-to-month,No,Yes,Yes,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Male,No,Yes,No,"(28.8, 36.0]","(88.6, 98.65]",No,6136-QCGGT,0
One year,No,Yes,Yes,DSL,No,Mailed check,Yes,Yes,No,No,Male,Yes,No,No,"(43.2, 50.4]","(48.4, 58.45]",Yes,9250-BFBNJ,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",Yes,1754-KLSEO,1
Month-to-month,No,Yes,Yes,DSL,No,Electronic check,No,Yes,No,No,Female,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",Yes,0586-QROGR,0
One year,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,Yes,No,No,Male,No,No,Yes,"(36.0, 43.2]","(88.6, 98.65]",Yes,4970-JRWGA,0
Month-to-month,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,No,No,Male,No,No,No,"(21.6, 28.8]","(58.45, 68.5]",No,9290-SPKGF,0
One year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,No,Female,Yes,No,Yes,"(50.4, 57.6]","(98.65, 108.7]",Yes,0784-RLSEK,1
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,Yes,No,No,Female,No,No,No,"(14.4, 21.6]","(38.35, 48.4]",Yes,6378-IQXDS,0
Two year,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,Yes,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",No,1442-EHHFT,0
One year,No,Yes,No,DSL,Yes,Electronic check,Yes,No,No,No,Female,No,No,No,"(36.0, 43.2]","(58.45, 68.5]",No,1221-QLNRV,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,Yes,"(-0.073, 7.2]","(78.55, 88.6]",No,5287-IHRUM,0
One year,No,Yes,No,DSL,No,Electronic check,Yes,Yes,Yes,Yes,Male,Yes,No,Yes,"(43.2, 50.4]","(68.5, 78.55]",Yes,1556-WYIGE,0
One year,No,No,Yes,DSL,No,Bank transfer (automatic),Yes,No,No,No phone service,Male,Yes,No,No,"(43.2, 50.4]","(38.35, 48.4]",No,7518-KWRSD,0
Month-to-month,No,Yes,Yes,Fiber optic,No,Credit card (automatic),No,No,Yes,Yes,Female,Yes,No,No,"(14.4, 21.6]","(78.55, 88.6]",No,4179-LKHSK,0
Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,Yes,Female,Yes,No,No,"(57.6, 64.8]","(98.65, 108.7]",No,8898-TZZQG,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,Yes,No,Yes,Yes,Female,No,No,Yes,"(-0.073, 7.2]","(58.45, 68.5]",No,0022-XCJOB,0
One year,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Female,No,No,No,"(43.2, 50.4]","(68.5, 78.55]",No,3265-HFAIM,0
Two year,Yes,Yes,Yes,DSL,Yes,Mailed check,Yes,No,No,No,Male,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,8331-NVTKC,0
One year,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,5494-GKUBR,0
Month-to-month,No,Yes,No,DSL,No,Bank transfer (automatic),No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(38.35, 48.4]",No,0660-WFAHT,1
One year,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,5010-UVBFP,0
One year,Yes,Yes,Yes,Fiber optic,No,Bank transfer (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",No,2761-IDSLE,0
One year,Yes,Yes,Yes,DSL,No,Credit card (automatic),Yes,Yes,No,No,Female,Yes,No,No,"(14.4, 21.6]","(58.45, 68.5]",No,9598-UVFLI,0
One year,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,Yes,No,Yes,Female,Yes,No,No,"(43.2, 50.4]","(88.6, 98.65]",Yes,9985-GDXOH,0
Month-to-month,No,Yes,Yes,Fiber optic,No,Bank transfer (automatic),Yes,Yes,Yes,No,Female,Yes,No,No,"(50.4, 57.6]","(78.55, 88.6]",Yes,2147-NLVFY,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",Yes,8379-ZZIHK,1
Two year,Yes,Yes,Yes,DSL,No,Credit card (automatic),No,No,Yes,No,Male,No,No,Yes,"(50.4, 57.6]","(58.45, 68.5]",No,4964-ZFYBS,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,No,Male,No,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",No,8398-VGPJS,0
One year,Yes,Yes,Yes,Fiber optic,No,Electronic check,Yes,No,No,Yes,Female,Yes,Yes,No,"(50.4, 57.6]","(88.6, 98.65]",Yes,4031-LFFJN,0
Two year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,Yes,No,Yes,Male,No,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,9716-HGSPK,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Female,Yes,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",No,0013-CAVCA,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",Yes,9536-SEQJN,0
Two year,Yes,Yes,No,DSL,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Female,No,No,Yes,"(43.2, 50.4]","(78.55, 88.6]",Yes,1259-VNUIK,0
Two year,No,Yes,Yes,DSL,Yes,Mailed check,Yes,No,Yes,No,Male,Yes,No,Yes,"(-0.073, 7.2]","(78.55, 88.6]",No,1023-XEFNM,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,3290-IBNIN,1
Two year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,No,Yes,Male,Yes,No,No,"(64.8, 72.0]","(68.5, 78.55]",No,9045-PENJL,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,0339-DCWMT,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",No,9182-CJKML,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,No,Yes,No,"(-0.073, 7.2]","(78.55, 88.6]",Yes,8580-DNSCZ,1
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(36.0, 43.2]","(98.65, 108.7]",Yes,1377-WFMYL,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",No,2576-BAOPL,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,Yes,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",No,0463-ULWXM,0
Month-to-month,No,Yes,Yes,Fiber optic,No,Electronic check,Yes,No,Yes,No,Female,No,No,No,"(-0.073, 7.2]","(78.55, 88.6]",Yes,0217-PXMKI,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,0012-MSEQJ,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,No,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",No,4775-OIQMV,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,Yes,No,"(7.2, 14.4]","(68.5, 78.55]",No,8719-QAQDV,1
Two year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),Yes,Yes,No,No,Male,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,8379-NQGTP,0
Month-to-month,No,Yes,No,DSL,Yes,Electronic check,Yes,No,Yes,No,Male,Yes,No,Yes,"(7.2, 14.4]","(68.5, 78.55]",Yes,6272-FBCLK,0
Month-to-month,Yes,Yes,Yes,DSL,No,Mailed check,No,No,No,Yes,Female,Yes,No,No,"(21.6, 28.8]","(58.45, 68.5]",Yes,2829-ATMIE,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(57.6, 64.8]","(18.148999999999997, 28.3]",Yes,4970-ONUNA,0
One year,No,Yes,No,DSL,Yes,Mailed check,Yes,No,Yes,No,Male,Yes,No,No,"(36.0, 43.2]","(58.45, 68.5]",No,6454-UWOMB,1
Month-to-month,Yes,Yes,Yes,DSL,Yes,Electronic check,Yes,Yes,No,Yes,Male,No,No,Yes,"(14.4, 21.6]","(78.55, 88.6]",Yes,9677-PYAKX,0
Month-to-month,Yes,Yes,Yes,DSL,No,Mailed check,No,No,Yes,No,Female,No,No,No,"(21.6, 28.8]","(48.4, 58.45]",No,5606-DOCFG,0
One year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,No,Yes,Female,Yes,Yes,Yes,"(64.8, 72.0]","(98.65, 108.7]",No,5802-MNNAP,0
One year,No,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Female,Yes,No,No,"(64.8, 72.0]","(98.65, 108.7]",Yes,5618-AUOLE,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,7915-YGUAC,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Female,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,6518-JWWZB,1
