,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
120,a456f71c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,One year,No,Mailed check,39.69375109831881,66.2768832191453,1,M12
121,a4570720-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
125,a4574726-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
126,a457572a-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
129,a4578916-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,No,No phone service,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
130,a4579938-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
133,a457cd86-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
134,a457dd76-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
135,a457ed7a-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
137,a4580d8c-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
138,a4581dcc-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
139,a4582dd0-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
140,a4583dde-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
141,a4584dce-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,39.69375109831881,66.2768832191453,1,M12
143,a4586dfe-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
145,a4588faa-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
146,a4589f86-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,No,No,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
147,a458af94-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
148,a458bfe8-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
149,a458cfe2-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
150,a458dfe6-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,One year,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
151,a458efd6-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
153,a4590fac-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
154,a4591f9c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
155,a4592fa0-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,1,M12
156,a4593f86-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
158,a459613c-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
159,a4597122-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
160,a459811c-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,2,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
161,a45990ee-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No phone service,No,No,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,39.69375109831881,66.2768832191453,1,M12
162,a459a0fc-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
163,a459b10a-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,2,Yes,Yes,No,No internet service,No,Yes,No,No,No internet service,One year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
164,a459c0fa-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,No,No,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
165,a459d126-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
166,a459e120-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
167,a459f188-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
168,a45a022c-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
169,a45a1226-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,39.69375109831881,66.2768832191453,1,M12
170,a45a237e-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
171,a45a34cc-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,No,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
172,a45a458e-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
173,a45a559c-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
174,a45a658c-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,No phone service,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
176,a45a85a8-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
177,a45a95a2-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
179,a45ab578-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
180,a45ac568-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
181,a45ad53a-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,2,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
182,a45ae53e-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
183,a45af6e6-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
185,a45b16a8-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,No,No,DSL,No,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
186,a45b26a2-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
187,a45b369c-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,Yes,2,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
188,a45b4678-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
189,a45b564a-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
190,a45b6644-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
193,a45b963c-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
194,a45ba636-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
195,a45bb658-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
196,a45bc8b4-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
198,a45be8c6-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
199,a45bf8ac-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
200,a45c0900-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,Yes,2,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,One year,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
201,a45c18fa-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Two year,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
202,a45c2912-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
203,a45c38ee-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
204,a45c4910-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
205,a45c5914-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
206,a45c690e-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
207,a45c7976-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
210,a45cabe4-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
211,a45cbbd4-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
212,a45ccbe2-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
213,a45cdbe6-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
216,a45d0c38-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
217,a45d1c64-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
218,a45d2c68-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
219,a45d3c76-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
220,a45d4ca2-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
221,a45d5c9c-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,No,No,DSL,No internet service,No,No,No,No,No,One year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
223,a45d7f10-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
224,a45d8f28-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
225,a45d9f4a-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
226,a45daf30-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
227,a45dbf34-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
228,a45dcf2e-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,No,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
230,a45def68-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,1,M12
231,a45dff6c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
232,a45e1024-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
233,a45e2032-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,2,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
234,a45e3054-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
235,a45e404e-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
236,a45e5048-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
237,a45e6056-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
240,a45e908a-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
241,a45ea05c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
242,a45eb04c-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,Yes,2,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
243,a45ec046-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
244,a45ed05e-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
245,a45ee044-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
246,a45ef034-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
247,a45f0092-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
248,a45f12b2-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
251,a45f4296-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
252,a45f5286-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
253,a45f6262-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
254,a45f725c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
255,a45f822e-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
256,a45f9200-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,No,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
257,a45fa1e6-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
