,PaymentMethod_x,PaymentMethod_y
3960,Electronic check,Electronic check
3961,Mailed check,Mailed check
3962,Electronic check,Credit card (automatic)
3963,Credit card (automatic),Credit card (automatic)
3964,Credit card (automatic),Credit card (automatic)
3965,Electronic check,Electronic check
3966,Credit card (automatic),Credit card (automatic)
3967,Mailed check,Mailed check
3968,Bank transfer (automatic),Bank transfer (automatic)
3969,Credit card (automatic),Credit card (automatic)
3970,Credit card (automatic),Credit card (automatic)
3971,Credit card (automatic),Credit card (automatic)
3972,Bank transfer (automatic),Bank transfer (automatic)
3973,Credit card (automatic),Credit card (automatic)
3974,Mailed check,Mailed check
3975,Credit card (automatic),Credit card (automatic)
3976,Electronic check,Electronic check
3977,Credit card (automatic),Credit card (automatic)
3978,Mailed check,Mailed check
3979,Credit card (automatic),Credit card (automatic)
3980,Electronic check,Electronic check
3981,Electronic check,Electronic check
3982,Mailed check,Mailed check
3983,Electronic check,Bank transfer (automatic)
3984,Bank transfer (automatic),Bank transfer (automatic)
3985,Bank transfer (automatic),Bank transfer (automatic)
3986,Mailed check,Mailed check
3987,Electronic check,Credit card (automatic)
3988,Credit card (automatic),Credit card (automatic)
3989,Electronic check,Electronic check
3990,Electronic check,Bank transfer (automatic)
3991,Electronic check,Credit card (automatic)
3992,Mailed check,Mailed check
3993,Electronic check,Electronic check
3994,Credit card (automatic),Credit card (automatic)
3995,Bank transfer (automatic),Bank transfer (automatic)
3996,Mailed check,Mailed check
3997,Credit card (automatic),Credit card (automatic)
3998,Mailed check,Mailed check
3999,Electronic check,Bank transfer (automatic)
4000,Electronic check,Electronic check
4001,Bank transfer (automatic),Bank transfer (automatic)
4002,Bank transfer (automatic),Bank transfer (automatic)
4003,Mailed check,Mailed check
4004,Bank transfer (automatic),Bank transfer (automatic)
4005,Mailed check,Mailed check
4006,Credit card (automatic),Credit card (automatic)
4007,Bank transfer (automatic),Bank transfer (automatic)
4008,Electronic check,Electronic check
4009,Bank transfer (automatic),Bank transfer (automatic)
4010,Mailed check,Mailed check
4011,Mailed check,Mailed check
4012,Electronic check,Electronic check
4013,Mailed check,Mailed check
4014,Credit card (automatic),Credit card (automatic)
4015,Mailed check,Mailed check
4016,Mailed check,Mailed check
4017,Mailed check,Mailed check
4018,Electronic check,Electronic check
4019,Electronic check,Electronic check
4020,Credit card (automatic),Credit card (automatic)
4021,Mailed check,Mailed check
4022,Mailed check,Mailed check
4023,Bank transfer (automatic),Bank transfer (automatic)
4024,Bank transfer (automatic),Bank transfer (automatic)
4025,Bank transfer (automatic),Bank transfer (automatic)
4026,Credit card (automatic),Credit card (automatic)
4027,Electronic check,Credit card (automatic)
4028,Credit card (automatic),Credit card (automatic)
4029,Bank transfer (automatic),Bank transfer (automatic)
4030,Mailed check,Mailed check
4031,Bank transfer (automatic),Bank transfer (automatic)
4032,Electronic check,Electronic check
4033,Mailed check,Mailed check
4034,Bank transfer (automatic),Bank transfer (automatic)
4035,Bank transfer (automatic),Bank transfer (automatic)
4036,Mailed check,Mailed check
4037,Mailed check,Mailed check
4038,Mailed check,Mailed check
4039,Electronic check,Electronic check
4040,Mailed check,Mailed check
4041,Bank transfer (automatic),Bank transfer (automatic)
4042,Electronic check,Credit card (automatic)
4043,Credit card (automatic),Credit card (automatic)
4044,Bank transfer (automatic),Bank transfer (automatic)
4045,Credit card (automatic),Credit card (automatic)
4046,Mailed check,Mailed check
4047,Credit card (automatic),Credit card (automatic)
4048,Mailed check,Mailed check
4049,Electronic check,Electronic check
4050,Electronic check,Electronic check
4051,Credit card (automatic),Credit card (automatic)
4052,Electronic check,Electronic check
4053,Bank transfer (automatic),Bank transfer (automatic)
4054,Electronic check,Electronic check
4055,Bank transfer (automatic),Bank transfer (automatic)
4056,Electronic check,Credit card (automatic)
4057,Mailed check,Mailed check
4058,Electronic check,Electronic check
4059,Mailed check,Mailed check
4060,Credit card (automatic),Credit card (automatic)
4061,Bank transfer (automatic),Bank transfer (automatic)
4062,Electronic check,Electronic check
4063,Electronic check,Electronic check
4064,Electronic check,Electronic check
4065,Mailed check,Mailed check
4066,Bank transfer (automatic),Bank transfer (automatic)
4067,Bank transfer (automatic),Bank transfer (automatic)
4068,Mailed check,Mailed check
4069,Electronic check,Electronic check
4070,Electronic check,Electronic check
4071,Electronic check,Electronic check
4072,Electronic check,Electronic check
4073,Electronic check,Electronic check
4074,Electronic check,Electronic check
4075,Bank transfer (automatic),Bank transfer (automatic)
4076,Credit card (automatic),Credit card (automatic)
4077,Electronic check,Electronic check
4078,Bank transfer (automatic),Bank transfer (automatic)
4079,Credit card (automatic),Credit card (automatic)
4080,Mailed check,Mailed check
4081,Electronic check,Bank transfer (automatic)
4082,Electronic check,Electronic check
4083,Electronic check,Electronic check
4084,Electronic check,Electronic check
4085,Credit card (automatic),Credit card (automatic)
4086,Credit card (automatic),Credit card (automatic)
4087,Mailed check,Mailed check
4088,Electronic check,Electronic check
4089,Electronic check,Electronic check
4090,Mailed check,Mailed check
4091,Credit card (automatic),Credit card (automatic)
4092,Mailed check,Mailed check
4093,Credit card (automatic),Credit card (automatic)
4094,Electronic check,Electronic check
4095,Mailed check,Mailed check
4096,Bank transfer (automatic),Bank transfer (automatic)
4097,Credit card (automatic),Credit card (automatic)
4098,Mailed check,Mailed check
4099,Bank transfer (automatic),Bank transfer (automatic)
4100,Electronic check,Electronic check
4101,Bank transfer (automatic),Bank transfer (automatic)
4102,Electronic check,Credit card (automatic)
4103,Credit card (automatic),Credit card (automatic)
4104,Bank transfer (automatic),Bank transfer (automatic)
4105,Credit card (automatic),Credit card (automatic)
4106,Electronic check,Electronic check
4107,Credit card (automatic),Credit card (automatic)
4108,Bank transfer (automatic),Bank transfer (automatic)
4109,Electronic check,Electronic check
4110,Mailed check,Mailed check
4111,Bank transfer (automatic),Bank transfer (automatic)
4112,Bank transfer (automatic),Bank transfer (automatic)
4113,Credit card (automatic),Credit card (automatic)
4114,Mailed check,Mailed check
4115,Bank transfer (automatic),Bank transfer (automatic)
4116,Bank transfer (automatic),Bank transfer (automatic)
4117,Credit card (automatic),Credit card (automatic)
4118,Credit card (automatic),Credit card (automatic)
4119,Mailed check,Mailed check
4120,Bank transfer (automatic),Bank transfer (automatic)
4121,Electronic check,Electronic check
4122,Credit card (automatic),Credit card (automatic)
4123,Credit card (automatic),Credit card (automatic)
4124,Electronic check,Electronic check
4125,Credit card (automatic),Credit card (automatic)
4126,Mailed check,Mailed check
4127,Mailed check,Mailed check
4128,Electronic check,Electronic check
4129,Mailed check,Mailed check
4130,Electronic check,Electronic check
4131,Mailed check,Mailed check
4132,Electronic check,Electronic check
4133,Electronic check,Electronic check
4134,Credit card (automatic),Credit card (automatic)
4135,Credit card (automatic),Credit card (automatic)
4136,Bank transfer (automatic),Bank transfer (automatic)
4137,Credit card (automatic),Credit card (automatic)
4138,Electronic check,Bank transfer (automatic)
4139,Electronic check,Credit card (automatic)
4140,Bank transfer (automatic),Bank transfer (automatic)
4141,Electronic check,Electronic check
4142,Credit card (automatic),Credit card (automatic)
4143,Electronic check,Electronic check
4144,Mailed check,Mailed check
4145,Bank transfer (automatic),Bank transfer (automatic)
4146,Electronic check,Electronic check
4147,Bank transfer (automatic),Bank transfer (automatic)
4148,Credit card (automatic),Credit card (automatic)
4149,Electronic check,Credit card (automatic)
4150,Electronic check,Credit card (automatic)
4151,Electronic check,Electronic check
4152,Bank transfer (automatic),Bank transfer (automatic)
4153,Mailed check,Mailed check
4154,Electronic check,Electronic check
4155,Credit card (automatic),Credit card (automatic)
4156,Mailed check,Mailed check
4157,Credit card (automatic),Credit card (automatic)
4158,Mailed check,Mailed check
4159,Electronic check,Electronic check
4160,Bank transfer (automatic),Bank transfer (automatic)
4161,Mailed check,Mailed check
4162,Bank transfer (automatic),Bank transfer (automatic)
4163,Credit card (automatic),Credit card (automatic)
4164,Credit card (automatic),Credit card (automatic)
4165,Bank transfer (automatic),Bank transfer (automatic)
4166,Credit card (automatic),Credit card (automatic)
4167,Bank transfer (automatic),Bank transfer (automatic)
4168,Mailed check,Mailed check
4169,Electronic check,Electronic check
4170,Bank transfer (automatic),Bank transfer (automatic)
4171,Mailed check,Mailed check
4172,Mailed check,Mailed check
4173,Electronic check,Electronic check
4174,Credit card (automatic),Credit card (automatic)
4175,Mailed check,Mailed check
4176,Bank transfer (automatic),Bank transfer (automatic)
4177,Mailed check,Mailed check
4178,Mailed check,Mailed check
4179,Credit card (automatic),Credit card (automatic)
4180,Electronic check,Electronic check
4181,Electronic check,Electronic check
4182,Electronic check,Electronic check
4183,Mailed check,Mailed check
4184,Bank transfer (automatic),Bank transfer (automatic)
4185,Electronic check,Electronic check
4186,Electronic check,Bank transfer (automatic)
4187,Bank transfer (automatic),Bank transfer (automatic)
4188,Electronic check,Electronic check
4189,Credit card (automatic),Credit card (automatic)
4190,Credit card (automatic),Credit card (automatic)
4191,Electronic check,Electronic check
4192,Bank transfer (automatic),Bank transfer (automatic)
4193,Credit card (automatic),Credit card (automatic)
4194,Credit card (automatic),Credit card (automatic)
4195,Electronic check,Electronic check
4196,Mailed check,Mailed check
4197,Electronic check,Electronic check
4198,Mailed check,Mailed check
4199,Electronic check,Electronic check
4200,Credit card (automatic),Credit card (automatic)
4201,Bank transfer (automatic),Bank transfer (automatic)
4202,Bank transfer (automatic),Bank transfer (automatic)
4203,Mailed check,Mailed check
4204,Electronic check,Credit card (automatic)
4205,Credit card (automatic),Credit card (automatic)
4206,Credit card (automatic),Credit card (automatic)
4207,Mailed check,Mailed check
4208,Credit card (automatic),Credit card (automatic)
4209,Bank transfer (automatic),Bank transfer (automatic)
4210,Electronic check,Bank transfer (automatic)
4211,Credit card (automatic),Credit card (automatic)
4212,Electronic check,Electronic check
4213,Bank transfer (automatic),Bank transfer (automatic)
4214,Electronic check,Electronic check
4215,Electronic check,Electronic check
4216,Bank transfer (automatic),Bank transfer (automatic)
4217,Electronic check,Credit card (automatic)
4218,Bank transfer (automatic),Bank transfer (automatic)
4219,Electronic check,Electronic check
4220,Mailed check,Mailed check
4221,Credit card (automatic),Credit card (automatic)
4222,Credit card (automatic),Credit card (automatic)
4223,Mailed check,Mailed check
4224,Mailed check,Mailed check
4225,Mailed check,Mailed check
4226,Electronic check,Electronic check
4227,Bank transfer (automatic),Bank transfer (automatic)
4228,Electronic check,Credit card (automatic)
4229,Credit card (automatic),Credit card (automatic)
4230,Electronic check,Electronic check
4231,Bank transfer (automatic),Bank transfer (automatic)
4232,Mailed check,Mailed check
4233,Bank transfer (automatic),Bank transfer (automatic)
4234,Mailed check,Mailed check
4235,Electronic check,Electronic check
4236,Credit card (automatic),Credit card (automatic)
4237,Electronic check,Electronic check
4238,Mailed check,Mailed check
4239,Credit card (automatic),Credit card (automatic)
4240,Electronic check,Electronic check
4241,Mailed check,Mailed check
4242,Mailed check,Mailed check
