PaymentMethod,OnlineSecurity,DeviceProtection,MultipleLines,Partner,SeniorCitizen,Contract,PhoneService,tenure_bins,InternetService,Dependents,TechSupport,PaperlessBilling,gender,StreamingTV,OnlineBackup,monthly_charges_bins,StreamingMovies,customerID,Churn
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(36.0, 43.2]",Fiber optic,No,No,Yes,Male,Yes,Yes,"(98.65, 108.7]",Yes,e98ff352-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7aede4a-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,No,Yes,No,Month-to-month,Yes,"(50.4, 57.6]",Fiber optic,No,No,No,Male,Yes,No,"(78.55, 88.6]",No,f15868bc-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No,Yes,Yes,Yes,Yes,One year,Yes,"(50.4, 57.6]",Fiber optic,No,No,Yes,Male,Yes,Yes,"(98.65, 108.7]",Yes,f72b5c9a-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No phone service,No,No,Month-to-month,No,"(7.2, 14.4]",DSL,No,Yes,No,Male,No,Yes,"(28.3, 38.35]",No,f2176d66-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,Yes,Yes,No,One year,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,No,Male,Yes,Yes,"(108.7, 118.75]",Yes,facb1a3e-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Female,No,No,"(78.55, 88.6]",Yes,ed4b6e36-773a-11ec-b2a1-acde48001122,1
Mailed check,Yes,No,Yes,No,No,Month-to-month,Yes,"(50.4, 57.6]",Fiber optic,No,Yes,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,eff53ad6-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,Yes,No,One year,Yes,"(64.8, 72.0]",Fiber optic,No,No,Yes,Female,Yes,No,"(88.6, 98.65]",Yes,ea014156-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e7d475f6-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),Yes,No,No,Yes,Yes,One year,Yes,"(57.6, 64.8]",Fiber optic,No,Yes,Yes,Female,Yes,Yes,"(98.65, 108.7]",Yes,f989a186-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),No internet service,No internet service,No,No,No,One year,Yes,"(21.6, 28.8]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fdf524de-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,No,Yes,Month-to-month,Yes,"(43.2, 50.4]",Fiber optic,No,No,Yes,Female,Yes,Yes,"(98.65, 108.7]",Yes,ea954dba-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,Two year,Yes,"(43.2, 50.4]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e860563e-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,No,Yes,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,Yes,No,No,Male,No,No,"(78.55, 88.6]",Yes,f0fec190-773a-11ec-b2a1-acde48001122,1
Electronic check,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"(57.6, 64.8]",Fiber optic,Yes,No,Yes,Male,No,Yes,"(88.6, 98.65]",No,f252dca2-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,Yes,Yes,Two year,Yes,"(64.8, 72.0]",No,No,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fd237f7e-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,No,Yes,No,One year,Yes,"(57.6, 64.8]",DSL,Yes,Yes,No,Male,Yes,Yes,"(68.5, 78.55]",Yes,fc28e9ec-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No phone service,No,Yes,Month-to-month,No,"(36.0, 43.2]",DSL,No,No,No,Male,No,Yes,"(28.3, 38.35]",No,ea2b4c80-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,Yes,Male,Yes,Yes,"(88.6, 98.65]",Yes,e92812b4-773a-11ec-b2a1-acde48001122,0
Mailed check,No,Yes,No,No,No,One year,Yes,"(36.0, 43.2]",DSL,No,No,Yes,Female,No,No,"(48.4, 58.45]",No,ee62b4d2-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",DSL,No,Yes,Yes,Female,Yes,No,"(58.45, 68.5]",No,f68a91c0-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,No,Male,No,Yes,"(68.5, 78.55]",No,f490c75e-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,Yes,No,Female,Yes,No,"(78.55, 88.6]",Yes,f52e986c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"(50.4, 57.6]",Fiber optic,No,No,Yes,Female,No,Yes,"(78.55, 88.6]",No,ea4e1904-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),No,No,Yes,Yes,Yes,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Female,No,Yes,"(78.55, 88.6]",No,fbb52c5a-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,Yes,No,"(98.65, 108.7]",Yes,ea5a348c-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,Yes,No,No,One year,Yes,"(57.6, 64.8]",Fiber optic,No,No,Yes,Female,Yes,Yes,"(98.65, 108.7]",Yes,eaf92646-773a-11ec-b2a1-acde48001122,0
Electronic check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(36.0, 43.2]",No,No,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,eab90d18-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,Yes,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,ecae34c2-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,Yes,No,No,Two year,Yes,"(57.6, 64.8]",No,Yes,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,ee10d446-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(36.0, 43.2]",No,Yes,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,ee0edb1e-773a-11ec-b2a1-acde48001122,0
Electronic check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7d8defc-773a-11ec-b2a1-acde48001122,1
Mailed check,No,Yes,No,No,No,One year,Yes,"(14.4, 21.6]",Fiber optic,No,Yes,Yes,Female,Yes,Yes,"(98.65, 108.7]",Yes,ee3c09b8-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,No,Female,No,No,"(38.35, 48.4]",No,e7d55502-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Female,No,Yes,"(78.55, 88.6]",Yes,e989a196-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,No,Yes,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Female,No,Yes,"(78.55, 88.6]",No,ebd87486-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),No,Yes,No phone service,Yes,No,Two year,No,"(64.8, 72.0]",DSL,Yes,No,Yes,Male,Yes,Yes,"(48.4, 58.45]",Yes,fbfc39ce-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,Yes,Month-to-month,Yes,"(43.2, 50.4]",DSL,No,No,No,Female,No,No,"(38.35, 48.4]",No,f1c59d56-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,No,Yes,No,Two year,Yes,"(43.2, 50.4]",DSL,Yes,Yes,No,Female,No,Yes,"(58.45, 68.5]",Yes,f707ea8a-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,No,Month-to-month,Yes,"(21.6, 28.8]",DSL,Yes,Yes,No,Female,No,Yes,"(48.4, 58.45]",No,fa76017a-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,No,No,"(78.55, 88.6]",Yes,e7de1da4-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,Yes,No,One year,Yes,"(7.2, 14.4]",DSL,No,No,No,Male,No,No,"(38.35, 48.4]",No,ec0ac134-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,Yes,No,Yes,Two year,Yes,"(64.8, 72.0]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fd9afe3c-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,Yes,Yes,Yes,No,Two year,Yes,"(57.6, 64.8]",DSL,Yes,Yes,No,Female,Yes,No,"(68.5, 78.55]",No,ef4ce1b0-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,No,No,No,Male,Yes,Yes,"(98.65, 108.7]",Yes,f73659d8-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No phone service,No,No,One year,No,"(28.8, 36.0]",DSL,No,No,Yes,Male,Yes,Yes,"(38.35, 48.4]",No,ec554556-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No internet service,No internet service,No,No,No,Two year,Yes,"(21.6, 28.8]",No,No,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e88a4746-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,No,Yes,No,No,Month-to-month,Yes,"(43.2, 50.4]",Fiber optic,No,Yes,No,Male,Yes,Yes,"(98.65, 108.7]",No,eff4310e-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Female,No,No,"(38.35, 48.4]",No,e7ba3394-773a-11ec-b2a1-acde48001122,0
Mailed check,No,Yes,No,No,Yes,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,Yes,Yes,Male,No,Yes,"(78.55, 88.6]",No,ee5675a0-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),No,Yes,No,No,No,Two year,Yes,"(43.2, 50.4]",Fiber optic,No,Yes,No,Female,Yes,No,"(98.65, 108.7]",Yes,fba777b8-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e8176f78-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,Yes,No,Two year,Yes,"(-0.073, 7.2]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e9526b90-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,No,Yes,One year,Yes,"(50.4, 57.6]",Fiber optic,No,No,Yes,Female,Yes,No,"(98.65, 108.7]",Yes,e8be034c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e7ae0272-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No,Yes,No phone service,Yes,No,Two year,No,"(64.8, 72.0]",DSL,No,Yes,No,Female,Yes,Yes,"(48.4, 58.45]",Yes,e9a2f948-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,No,Female,Yes,Yes,"(78.55, 88.6]",No,e9cec258-773a-11ec-b2a1-acde48001122,1
Mailed check,Yes,Yes,No,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,No,Yes,No,Male,Yes,Yes,"(78.55, 88.6]",Yes,ef0be16a-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,Yes,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,Yes,Yes,Yes,Female,Yes,No,"(98.65, 108.7]",Yes,eba06e4c-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No internet service,No internet service,No,No,No,Two year,Yes,"(28.8, 36.0]",No,No,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,f7b32cb0-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,Yes,No,Month-to-month,Yes,"(21.6, 28.8]",No,Yes,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fd4fd358-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,Yes,No,"(88.6, 98.65]",Yes,ec9b06ea-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",DSL,No,No,Yes,Female,No,No,"(48.4, 58.45]",No,ed4d5df4-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,No,No,No,One year,Yes,"(50.4, 57.6]",DSL,No,Yes,Yes,Female,No,No,"(58.45, 68.5]",No,f8b59f8a-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,Yes,No,Month-to-month,Yes,"(50.4, 57.6]",Fiber optic,No,No,Yes,Female,No,Yes,"(68.5, 78.55]",No,fcc38c4a-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Female,No,No,"(38.35, 48.4]",No,e7ba32f4-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,Yes,Yes,Female,No,Yes,"(88.6, 98.65]",Yes,eb7cc15e-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),No internet service,No internet service,No,Yes,No,One year,Yes,"(28.8, 36.0]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e95e2944-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",DSL,No,Yes,No,Male,Yes,No,"(58.45, 68.5]",No,f41f7748-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,No,Female,No,No,"(68.5, 78.55]",No,e86305b4-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Male,No,No,"(48.4, 58.45]",No,e8b6dfc2-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,No,Yes,No,Yes,One year,Yes,"(57.6, 64.8]",Fiber optic,No,No,Yes,Female,Yes,No,"(98.65, 108.7]",Yes,f2f66b60-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,No,No,No,One year,Yes,"(28.8, 36.0]",DSL,Yes,No,No,Male,Yes,Yes,"(58.45, 68.5]",No,fb8299fc-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",Fiber optic,Yes,No,Yes,Female,No,Yes,"(88.6, 98.65]",Yes,fe76be54-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No,Yes,No,One year,Yes,"(43.2, 50.4]",DSL,No,Yes,Yes,Male,No,Yes,"(58.45, 68.5]",No,f3ecd586-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,No phone service,Yes,No,Month-to-month,No,"(14.4, 21.6]",DSL,No,No,No,Female,No,No,"(28.3, 38.35]",No,f1709a36-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,Yes,No,No,One year,Yes,"(7.2, 14.4]",No,No,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fd1a28de-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,Yes,No,Yes,Male,Yes,No,"(88.6, 98.65]",No,f84fc476-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,No,No,Yes,Yes,One year,Yes,"(36.0, 43.2]",Fiber optic,No,No,No,Female,Yes,Yes,"(98.65, 108.7]",Yes,f014df76-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,No,No,No,One year,Yes,"(28.8, 36.0]",DSL,No,Yes,Yes,Male,Yes,No,"(68.5, 78.55]",Yes,f62279f0-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,Yes,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Male,No,No,"(78.55, 88.6]",Yes,ebf79668-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,Yes,Yes,Yes,Female,No,No,"(78.55, 88.6]",No,ed355ff6-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,No,No,No,No,Month-to-month,Yes,"(21.6, 28.8]",Fiber optic,No,No,No,Male,No,No,"(68.5, 78.55]",No,f41b01ae-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,Yes,No,"(88.6, 98.65]",Yes,e9358fde-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,Yes,No,Two year,Yes,"(50.4, 57.6]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7c30460-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,No,Month-to-month,Yes,"(21.6, 28.8]",DSL,Yes,Yes,Yes,Male,No,No,"(48.4, 58.45]",No,f8802314-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,Yes,No,One year,Yes,"(28.8, 36.0]",DSL,No,Yes,Yes,Female,No,No,"(48.4, 58.45]",No,f1a2d2f8-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,No,No,No,Month-to-month,Yes,"(36.0, 43.2]",Fiber optic,No,No,Yes,Female,No,Yes,"(78.55, 88.6]",No,f93b8b90-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(28.8, 36.0]",No,Yes,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e98d3c48-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7c91e2c-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,Yes,No,No,One year,Yes,"(14.4, 21.6]",DSL,No,Yes,Yes,Male,Yes,No,"(78.55, 88.6]",Yes,fdf65566-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,Yes,No,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,e9e7ff70-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,No,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,Yes,No,"(88.6, 98.65]",Yes,e8193b96-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,Yes,Yes,No,One year,Yes,"(21.6, 28.8]",No,No,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e9938fd0-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,No,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,No,No,Female,Yes,No,"(68.5, 78.55]",Yes,f882565c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,No,Male,No,No,"(68.5, 78.55]",No,e8f3298c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,Yes,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,Yes,No,"(88.6, 98.65]",Yes,e939295a-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,Yes,No,No,One year,Yes,"(57.6, 64.8]",Fiber optic,No,Yes,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,eafbf376-773a-11ec-b2a1-acde48001122,1
Electronic check,Yes,No,No,No,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Female,Yes,No,"(88.6, 98.65]",Yes,f124239a-773a-11ec-b2a1-acde48001122,1
Electronic check,Yes,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,No,Female,No,Yes,"(48.4, 58.45]",No,e8830ca6-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,No,No,No,One year,Yes,"(50.4, 57.6]",DSL,No,No,Yes,Male,No,No,"(58.45, 68.5]",Yes,ec8be458-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No phone service,Yes,No,Month-to-month,No,"(14.4, 21.6]",DSL,Yes,No,Yes,Male,No,No,"(28.3, 38.35]",No,f3082f58-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,ed9babda-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,Yes,No,No,Yes,Month-to-month,Yes,"(21.6, 28.8]",DSL,No,Yes,Yes,Female,No,No,"(68.5, 78.55]",Yes,ef320d9a-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,Yes,No phone service,Yes,No,One year,No,"(43.2, 50.4]",DSL,Yes,Yes,No,Male,No,No,"(38.35, 48.4]",No,f26ac448-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,Two year,Yes,"(-0.073, 7.2]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e9bf8932-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",DSL,No,Yes,Yes,Male,No,Yes,"(48.4, 58.45]",No,f29d6ede-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,No,Yes,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Male,Yes,Yes,"(98.65, 108.7]",Yes,fcf078a4-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,Yes,No,No,Male,No,No,"(48.4, 58.45]",No,ece6541a-773a-11ec-b2a1-acde48001122,1
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e7c3e40c-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,No,Yes,Yes,No,Two year,Yes,"(43.2, 50.4]",DSL,Yes,Yes,No,Male,Yes,Yes,"(68.5, 78.55]",No,f9b23060-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,Yes,Yes,One year,Yes,"(57.6, 64.8]",Fiber optic,No,No,Yes,Male,Yes,Yes,"(98.65, 108.7]",Yes,e9ac200e-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No,No,No,Month-to-month,Yes,"(57.6, 64.8]",DSL,No,Yes,Yes,Male,Yes,No,"(58.45, 68.5]",No,ec96560e-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(28.8, 36.0]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,f3b31684-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,No,No,Yes,No,One year,Yes,"(28.8, 36.0]",DSL,Yes,No,No,Male,No,Yes,"(48.4, 58.45]",No,efab4232-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,One year,Yes,"(21.6, 28.8]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7fe7da6-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No internet service,No internet service,No,Yes,No,Month-to-month,Yes,"(28.8, 36.0]",No,No,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e8ac2f50-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No phone service,Yes,No,Month-to-month,No,"(-0.073, 7.2]",DSL,No,No,Yes,Male,Yes,Yes,"(48.4, 58.45]",Yes,ec535430-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(57.6, 64.8]",Fiber optic,Yes,Yes,No,Female,Yes,Yes,"(108.7, 118.75]",Yes,e9aa44aa-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(78.55, 88.6]",No,e991c240-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,No,No,Two year,Yes,"(43.2, 50.4]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e81b04bc-773a-11ec-b2a1-acde48001122,0
